Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m)
649,119,6,141,4061,610727000000.0,2.81416,2.92106,0.198773,14438,23.0339123582558,4.056117358903709
608,119,7,106,3956,610727000000.0,2.74547,2.84777,0.0499026,14439,23.02390964730677,3.9556793972464455
55,10,8,76,1654,610727000000.0,1.14799,1.19008,-0.0390251,14440,23.01566439437353,1.653533019476781
0,0,0,0,0,0.0,0.0,0.0,0.0,14441,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14442,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14443,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14444,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14445,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14446,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14447,,0.0
541,94,0,117,9799,610727000000.0,6.5801,6.77637,2.60669,14448,22.92094330758897,9.445470151712936
808,131,1,117,4466,610727000000.0,3.02964,3.11666,1.02468,14449,22.90557291622382,4.346525978893949
695,117,2,66,5094,610727000000.0,3.48453,3.58243,0.98524,14450,22.89683952006301,4.997574814427494
640,112,3,111,5061,610727000000.0,3.48556,3.58186,0.795817,14451,22.89032929488553,4.997884509790117
755,127,4,159,4214,610727000000.0,2.91895,2.99599,0.510692,14452,22.873107527401473,4.182848931362451
723,124,5,112,4123,610727000000.0,2.86764,2.94147,0.350921,14453,22.864076395676506,4.107992810424576
615,119,6,125,4014,610727000000.0,2.79926,2.87013,0.196465,14454,22.858093235001853,4.009177317667554
636,120,7,113,3942,610727000000.0,2.75312,2.82085,0.0497254,14455,22.84808692648711,3.9416829472827977
57,10,8,79,1584,610727000000.0,1.10638,1.13294,-0.0373612,14456,22.839769338492925,1.5835497301947925
0,0,0,0,0,0.0,0.0,0.0,0.0,14457,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14458,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14459,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14460,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14461,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14462,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14463,,0.0
539,94,0,122,9792,610727000000.0,6.61682,6.73106,2.60483,14464,22.745181633282115,9.438722139993317
782,129,1,112,4439,610727000000.0,3.03027,3.07928,1.01847,14465,22.729804643787908,4.320243232886314
730,119,2,81,5136,610727000000.0,3.53536,3.59034,0.993383,14466,22.7210350876599,5.038780769710069
604,109,3,87,5104,610727000000.0,3.53727,3.59066,0.802595,14467,22.71457593315699,5.0403490244724125
809,131,4,149,4189,610727000000.0,2.91985,2.96036,0.507654,14468,22.69735819886881,4.158035034977459
704,123,5,118,4092,610727000000.0,2.86394,2.90184,0.348274,14469,22.688307459611416,4.07711021548351
455,108,6,123,3999,610727000000.0,2.80629,2.84224,0.195729,14470,22.682326681675928,3.9941947601112293
649,121,7,93,3932,610727000000.0,2.76335,2.79679,0.0495989,14471,22.672293122702655,3.9316838029780574
52,9,8,79,1611,610727000000.0,1.13229,1.14533,-0.038003,14472,22.66401524433422,1.6105469421907577
0,0,0,0,0,0.0,0.0,0.0,0.0,14473,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14474,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14475,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14476,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14477,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14478,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14479,,0.0
596,101,0,131,9774,610727000000.0,6.64576,6.67803,2.60003,14480,22.569384581624803,9.42136989288182
770,128,1,115,4419,610727000000.0,3.03537,3.04684,1.01387,14481,22.554024919557243,4.300779583110486
706,117,2,92,5182,610727000000.0,3.58918,3.60054,1.0023,14482,22.545264594005566,5.083906112823092
671,114,3,95,5159,610727000000.0,3.59758,3.60734,0.811264,14483,22.538807264063713,5.09465246430019
781,129,4,151,4181,610727000000.0,2.93235,2.93676,0.506681,14484,22.521525779896805,4.150088652077206
710,123,5,109,4086,610727000000.0,2.87746,2.87998,0.347762,14485,22.51253902386761,4.071125256240589
645,120,6,135,3996,610727000000.0,2.82156,2.82284,0.195582,14486,22.50649658037343,3.9911936183552905
661,122,7,101,3915,610727000000.0,2.76844,2.76776,0.0493838,14487,22.496481238947926,3.914684591534802
49,9,8,79,1593,610727000000.0,1.12657,1.12564,-0.0375751,14488,22.4881704921125,1.592553099428713
0,0,0,0,0,0.0,0.0,0.0,0.0,14489,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14490,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14491,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14492,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14493,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14494,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14495,,0.0
583,100,0,135,9746,610727000000.0,6.66746,6.61812,2.59258,14496,22.39360792812798,9.39438849452161
759,130,1,113,4392,610727000000.0,3.03536,3.00966,1.00765,14497,22.378206138117427,4.274513264127274
678,114,2,110,5221,610727000000.0,3.63838,3.60538,1.00986,14498,22.369491283264956,5.122164968916952
611,107,3,109,5211,610727000000.0,3.65613,3.62134,0.81946,14499,22.36304959107683,5.146007187373527
821,132,4,167,4170,610727000000.0,2.94255,2.91104,0.505344,14500,22.345789287040343,4.139173152224971
708,123,5,140,4075,610727000000.0,2.88729,2.85457,0.346823,14501,22.336751713422164,4.060174063879527
696,123,6,136,3978,610727000000.0,2.82604,2.79284,0.194698,14502,22.330731592111498,3.973217505649546
625,120,7,100,3895,610727000000.0,2.77114,2.73667,0.0491307,14503,22.320712793704715,3.894686070596705
52,9,8,72,1626,610727000000.0,1.15693,1.14188,-0.0383595,14504,22.312448796951788,1.6255389750172096
0,0,0,0,0,0.0,0.0,0.0,0.0,14505,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14506,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14507,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14508,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14509,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14510,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14511,,0.0
626,123,0,140,4341,610727000000.0,2.98808,2.92959,1.15297,14512,22.216854689433042,4.184628974532868
752,129,1,119,4368,610727000000.0,3.03708,2.97463,1.00213,14513,22.202414726277667,4.251150263552207
703,116,2,140,5247,610727000000.0,3.67866,3.60083,1.0149,14514,22.193717512305312,5.147670937861122
610,107,3,126,5261,610727000000.0,3.71357,3.63337,0.827342,14515,22.18728892507886,5.1953806118320145
780,129,4,175,4159,610727000000.0,2.95255,2.8853,0.504007,14516,22.170000878278056,4.128257210070613
688,122,5,131,4052,610727000000.0,2.88835,2.82078,0.34486,14517,22.160955778886123,4.037247271458611
706,124,6,123,3971,610727000000.0,2.83812,2.77056,0.194354,14518,22.154935237737885,3.966223373437255
630,120,7,112,3876,610727000000.0,2.77428,2.70635,0.0488903,14519,22.144940179098672,3.875688305436855
71,13,8,78,1708,610727000000.0,1.2226,1.192,-0.0403086,14520,22.13696740592936,1.7075171331497672
96,17,9,65,847,610727000000.0,0.605733,0.589845,-0.0503838,14521,22.11932146445217,0.8454759554913434
0,0,0,0,0,0.0,0.0,0.0,0.0,14522,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14523,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14524,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14525,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14526,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14527,,0.0
663,125,0,113,4324,610727000000.0,2.99423,2.8998,1.14844,14528,22.041062939115026,4.168243434937551
734,128,1,150,4347,610727000000.0,3.04059,2.94173,0.997302,14529,22.026626356157532,4.230716598993603
910,128,2,84,5334,610727000000.0,3.76204,3.63752,1.03177,14530,22.01795801865611,5.233019846322007
689,110,3,123,5463,610727000000.0,3.87923,3.74915,0.859182,14531,22.01154027849145,5.394863400995432
677,122,4,164,4138,610727000000.0,2.9552,2.85265,0.501455,14532,21.994212860693825,4.107410262257716
673,122,5,111,4026,610727000000.0,2.88696,2.78502,0.34264,14533,21.985179513312172,4.011343221665282
693,123,6,130,3951,610727000000.0,2.84069,2.73923,0.193373,14534,21.979151201726737,3.946251470573055
664,122,7,82,3863,610727000000.0,2.78147,2.68026,0.0487258,14535,21.969193623535293,3.8626893517988217
61,11,8,78,1717,610727000000.0,1.23638,1.19072,-0.0405225,14536,21.961123000453263,1.7165225378071796
0,0,0,0,0,0.0,0.0,0.0,0.0,14537,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14538,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14539,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14540,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14541,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14542,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14543,,0.0
786,133,0,156,4333,610727000000.0,3.01823,2.88737,1.15084,14544,21.865305902144147,4.176914872223278
750,129,1,152,4326,610727000000.0,3.04381,2.9089,0.99247,14545,21.850846036382766,4.210282475808482
792,120,2,112,5296,610727000000.0,3.75733,3.58862,1.0244,14546,21.842176847589936,5.195740778108546
754,115,3,124,5496,610727000000.0,3.92573,3.74778,0.864383,14547,21.835769625365224,5.427449765893739
722,125,4,192,4113,610727000000.0,2.95469,2.81734,0.498417,14548,21.81842952429747,4.082596927410298
712,125,5,131,4011,610727000000.0,2.89318,2.75694,0.34136,14549,21.80935407883042,3.9963994640175797
684,122,6,134,3945,610727000000.0,2.8531,2.71761,0.193078,14550,21.8033675270043,3.940251733341412
648,121,7,99,3849,610727000000.0,2.78773,2.65349,0.0485486,14551,21.79337303543247,3.8486942893662
60,11,8,67,1773,610727000000.0,1.28421,1.2217,-0.0418536,14552,21.785525702412553,1.772497168996329
0,0,0,0,0,0.0,0.0,0.0,0.0,14553,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14554,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14555,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14556,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14557,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14558,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14559,,0.0
775,133,0,165,4299,610727000000.0,3.01207,2.84629,1.14179,14560,21.689537673520544,4.144144356679676
717,127,1,124,4312,610727000000.0,3.05169,2.88081,0.989249,14561,21.67505297461004,4.196650820857031
734,117,2,181,5240,610727000000.0,3.73932,3.5278,1.01355,14562,21.6663972372036,5.140806055707607
621,104,3,185,5615,610727000000.0,4.03414,3.80424,0.883141,14563,21.659997059596744,5.544955141135048
759,127,4,157,4092,610727000000.0,2.95675,2.78486,0.495864,14564,21.642607140740623,4.061750334781792
642,121,5,136,4001,610727000000.0,2.90279,2.73231,0.340506,14565,21.633572952394065,3.986440482460512
706,124,6,128,3936,610727000000.0,2.86318,2.6939,0.192636,14566,21.627596579581105,3.931271667336156
680,123,7,151,3834,610727000000.0,2.79303,2.62606,0.0483589,14567,21.617596250563114,3.8336937416152583
58,11,8,96,1755,610727000000.0,1.27857,1.20147,-0.0414257,14568,21.609675189364754,1.7545003293815593
0,0,0,0,0,0.0,0.0,0.0,0.0,14569,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14570,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14571,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14572,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14573,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14574,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14575,,0.0
778,133,0,142,4259,610728000000.0,3.0013,2.80144,1.13113,14576,21.51368925308521,4.105589819209903
736,128,1,150,4303,610728000000.0,3.0629,2.85606,0.987179,14577,21.49929730139408,4.187891490189306
569,111,2,329,4947,610728000000.0,3.55062,3.30881,0.956741,14578,21.490516882398794,4.853362339708421
334,45,3,489,6252,610728000000.0,4.51767,4.20819,0.983547,14579,21.48437125845916,6.1739942747786865
726,125,4,180,4077,610728000000.0,2.96288,2.75652,0.494041,14580,21.466812046740028,4.046858090519113
668,122,5,121,3984,610728000000.0,2.90709,2.70291,0.339055,14581,21.457799391420284,3.9694955266633065
738,126,6,147,3926,610728000000.0,2.87234,2.66948,0.192145,14582,21.4518033258003,3.9212830229403233
705,125,7,146,3816,610728000000.0,2.7959,2.59662,0.0481311,14583,21.441801836366203,3.8156902697152977
71,13,8,92,1765,610728000000.0,1.29325,1.20041,-0.0416634,14584,21.433919521390305,1.7645055201387159
0,0,0,0,0,0.0,0.0,0.0,0.0,14585,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14586,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14587,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14588,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14589,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14590,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14591,,0.0
811,134,0,133,4228,610728000000.0,2.99647,2.76272,1.12287,14592,21.337897208151688,4.075715183780633
748,129,1,116,4282,610728000000.0,3.06534,2.82337,0.982347,14593,21.323505916308754,4.167460554402405
645,121,2,232,4333,610728000000.0,3.1277,2.879,0.837701,14594,21.31454656908741,4.251017324123721
632,100,3,194,11016,610728000000.0,8.00526,7.36589,1.73447,14595,21.309064478468734,10.878443048511125
684,122,4,179,4056,610728000000.0,2.96439,2.72419,0.491489,14596,21.29106246694792,4.026017787864331
709,125,5,126,3967,610728000000.0,2.91115,2.67357,0.337604,14597,21.28202232217129,3.9525650997042416
729,125,6,131,3921,610728000000.0,2.88498,2.64843,0.1919,14598,21.27606490366715,3.9162853656622114
715,126,7,146,3816,610728000000.0,2.81178,2.57942,0.0481311,14599,21.266043464592148,3.8156931617728382
69,13,8,76,1769,610728000000.0,1.30354,1.19515,-0.0417585,14600,21.2580695077544,1.7685022064164917
0,0,0,0,0,0.0,0.0,0.0,0.0,14601,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14602,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14603,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14604,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14605,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14606,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14607,,0.0
796,135,0,124,4200,610728000000.0,2.99341,2.72611,1.11542,14608,21.162123189995842,4.048725621748157
733,128,1,148,4263,610728000000.0,3.06893,2.79206,0.977976,14609,21.147694492787515,4.1489673882184235
727,126,2,143,4249,610728000000.0,3.08434,2.80431,0.821416,14610,21.13869824648109,4.16860981763705
605,110,3,267,5177,610728000000.0,3.78341,3.43843,0.814101,14611,21.132558730061962,5.112435045357545
728,125,4,181,4043,610728000000.0,2.9715,2.69727,0.489909,14612,21.11522144690864,4.013113218300725
790,130,5,107,3963,610728000000.0,2.92455,2.65298,0.337262,14613,21.106234629908318,3.9485814646401813
731,125,6,118,3906,610728000000.0,2.89008,2.62061,0.191163,14614,21.100247407862906,3.901302241367618
745,128,7,123,3813,610728000000.0,2.82533,2.5601,0.0480931,14615,21.09024340304317,3.81268955186493
72,13,8,71,1683,610728000000.0,1.24713,1.12941,-0.0397144,14616,21.082108697212806,1.6825279150730308
0,0,0,0,0,0.0,0.0,0.0,0.0,14617,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14618,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14619,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14620,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14621,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14622,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14623,,0.0
697,130,0,129,4183,610728000000.0,2.9979,2.69673,1.11089,14624,20.986318800835242,4.032338912207157
771,131,1,129,4256,610728000000.0,3.08094,2.76862,0.976366,14625,20.97188141033349,4.142154993237216
758,130,2,127,4219,610728000000.0,3.07959,2.76567,0.8156,14626,20.962940164212828,4.139179280606241
777,120,3,112,5166,610728000000.0,3.79635,3.40789,0.812367,14627,20.95677091714307,5.101567168488523
716,126,4,158,4025,610728000000.0,2.97469,2.66706,0.487721,14628,20.939450251963596,3.995245879755087
690,123,5,112,3951,610728000000.0,2.93186,2.627,0.336238,14629,20.93045956741104,3.9366142889036
746,126,6,137,3891,610728000000.0,2.89495,2.59283,0.190427,14630,20.924431702097323,3.8863225434078426
695,124,7,138,3798,610728000000.0,2.82981,2.53271,0.0479033,14631,20.914440302800532,3.7976893738429953
76,14,8,75,1754,610728000000.0,1.30693,1.16907,-0.041402,14632,20.906573310158972,1.7535081094195144
86,15,9,68,897,610728000000.0,0.667712,0.596553,-0.0534014,14633,20.88925655294123,0.8953852783874661
0,0,0,0,0,0.0,0.0,0.0,0.0,14634,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14635,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14636,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14637,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14638,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14639,,0.0
652,127,0,110,4181,610728000000.0,3.01295,2.677,1.11036,14640,20.810512679386086,4.030408999406884
715,129,1,133,4218,610728000000.0,3.07021,2.72512,0.967623,14641,20.796138353298858,4.105175813348315
740,129,2,112,4209,610728000000.0,3.08916,2.74021,0.813661,14642,20.78716201448614,4.129365611047295
719,117,3,137,5159,610728000000.0,3.81202,3.37995,0.811264,14643,20.780994719405196,5.094659800506801
720,126,4,149,3995,610728000000.0,2.96871,2.62902,0.484075,14644,20.763674251782522,3.9654741487620373
749,127,5,130,3925,610728000000.0,2.92853,2.59179,0.334018,14645,20.754638925641796,3.910711363038699
658,121,6,126,3867,610728000000.0,2.89285,2.55913,0.189249,14646,20.748625197515135,3.8623474053223124
681,123,7,125,3782,610728000000.0,2.83332,2.50471,0.0477009,14647,20.738653940193846,3.781702580386247
68,12,8,87,1749,610728000000.0,1.31033,1.15771,-0.0412831,14648,20.730709174457253,1.7485014020583456
0,0,0,0,0,0.0,0.0,0.0,0.0,14649,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14650,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14651,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14652,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14653,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14654,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14655,,0.0
656,127,0,111,4169,610728000000.0,3.02062,2.65083,1.10716,14656,20.634739972790427,4.018836258582826
751,132,1,107,4194,610728000000.0,3.06931,2.69083,0.962102,14657,20.620342617108356,4.08181699308041
749,129,2,114,4186,610728000000.0,3.08895,2.70633,0.809202,14658,20.61133018358544,4.106803400626818
751,119,3,99,5139,610728000000.0,3.81783,3.34348,0.808112,14659,20.605192379896625,5.0749073311046775
728,127,4,182,3987,610728000000.0,2.97881,2.60552,0.483102,14660,20.58784848372971,3.9575299729123974
715,125,5,128,3906,610728000000.0,2.93013,2.56132,0.332396,14661,20.578870715226053,3.8917890435248412
682,122,6,146,3849,610728000000.0,2.89496,2.52951,0.188365,14662,20.57288549165362,3.8443743628450133
673,123,7,121,3768,610728000000.0,2.83809,2.47807,0.0475237,14663,20.562870701016575,3.7677029836493214
51,9,8,99,1610,610728000000.0,1.21272,1.05827,-0.0379792,14664,20.554653013289247,1.6095419197088345
0,0,0,0,0,0.0,0.0,0.0,0.0,14665,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14666,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14667,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14668,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14669,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14670,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14671,,0.0
617,124,0,100,4157,610728000000.0,3.02809,2.62467,1.10396,14672,20.458949192124923,4.007271098515797
812,135,1,124,4190,610728000000.0,3.08282,2.6694,0.961181,14673,20.444570818203022,4.07792539318708
797,132,2,97,4171,610728000000.0,3.09437,2.6777,0.806294,14674,20.435567876777927,4.092090295545787
500,108,3,376,4548,610728000000.0,3.39689,2.93817,0.714956,14675,20.429228055566966,4.491292088141229
759,129,4,194,3988,610728000000.0,2.99549,2.58784,0.483224,14676,20.412065560702217,3.958519446169237
694,124,5,111,3897,610728000000.0,2.939,2.53743,0.331628,14677,20.403090022163266,3.8828175343299356
696,123,6,157,3841,610728000000.0,2.90438,2.50647,0.187972,14678,20.39704038492203,3.83638046148971
725,126,7,118,3745,610728000000.0,2.83582,2.44558,0.0472327,14679,20.38706150335268,3.7446944613412723
50,9,8,75,1738,610728000000.0,1.31611,1.13437,-0.0410217,14680,20.37921024326849,1.7375099507628726
0,0,0,0,0,0.0,0.0,0.0,0.0,14681,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14682,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14683,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14684,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14685,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14686,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14687,,0.0
637,126,0,112,4175,610728000000.0,3.05732,2.61733,1.10876,14688,20.283190783847378,4.024626928213347
798,134,1,131,4169,610728000000.0,3.08361,2.63715,0.95635,14689,20.268781604367728,4.0574882322195345
758,130,2,117,4134,610728000000.0,3.08315,2.63508,0.79912,14690,20.259781475683745,4.055793452445526
828,133,3,153,4129,610728000000.0,3.10028,2.6485,0.648912,14691,20.2532628079389,4.077534589479285
754,129,4,168,3970,610728000000.0,2.99772,2.55782,0.481036,14692,20.236319517281142,3.940655827498768
737,126,5,105,3892,610728000000.0,2.95072,2.51612,0.331201,14693,20.227344547044712,3.8778355267855287
647,121,6,142,3817,610728000000.0,2.90146,2.47306,0.186794,14694,20.221310448582592,3.8124133951081434
706,125,7,116,3735,610728000000.0,2.84316,2.42165,0.0471062,14695,20.211281091370296,3.7346951024280415
84,15,8,100,1773,610728000000.0,1.34969,1.14895,-0.0418536,14696,20.203369693492665,1.7724980108874595
0,0,0,0,0,0.0,0.0,0.0,0.0,14697,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14698,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14699,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14700,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14701,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14702,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14703,,0.0
642,126,0,108,4172,610728000000.0,3.07111,2.59665,1.10796,14704,20.107403922027903,4.021729460642524
782,133,1,119,4145,610728000000.0,3.08189,2.60311,0.950828,14705,20.09300860312574,4.034132824313052
762,131,2,132,4118,610728000000.0,3.08727,2.60599,0.796018,14706,20.083993443033265,4.040101475582018
814,132,3,138,4104,610728000000.0,3.0976,2.61351,0.644971,14707,20.077513591058754,4.0528459482319334
746,128,4,156,3950,610728000000.0,2.99818,2.52658,0.478605,14708,20.06049619929493,3.920802189450521
694,124,5,130,3881,610728000000.0,2.95772,2.4909,0.330262,14709,20.051521532524138,3.8668708807509984
601,118,6,126,3792,610728000000.0,2.89748,2.43912,0.185567,14710,20.045459776768098,3.787439336121438
598,119,7,81,3720,610728000000.0,2.84649,2.39451,0.0469164,14711,20.035524515568845,3.71970206605314
71,13,8,94,1759,610728000000.0,1.346,1.13164,-0.0415208,14712,20.02760380095717,1.7585008073924788
0,0,0,0,0,0.0,0.0,0.0,0.0,14713,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14714,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14715,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14716,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14717,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14718,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14719,,0.0
674,129,0,133,4152,610728000000.0,3.07219,2.5654,1.10263,14720,19.931607420534277,4.002452817473305
751,132,1,119,4145,610728000000.0,3.09781,2.58415,0.950828,14721,19.917196953863574,4.034136588986546
762,131,2,128,4116,610728000000.0,3.10169,2.58574,0.795631,14722,19.90822648364261,4.03813474313327
749,128,3,158,4082,610728000000.0,3.09689,2.58055,0.641503,14723,19.901739142275748,4.031124653815607
697,125,4,165,3946,610728000000.0,3.01058,2.5056,0.478119,14724,19.884711749149115,3.9168384312350693
673,122,5,135,3857,610728000000.0,2.95457,2.45742,0.328214,14725,19.87574548432966,3.8429672053375628
601,118,6,145,3781,610728000000.0,2.90394,2.41428,0.185027,14726,19.869742675964385,3.776455407124517
737,127,7,114,3705,610728000000.0,2.84959,2.36741,0.0467266,14727,19.85972650201645,3.7046988104567964
68,12,8,96,1762,610728000000.0,1.35523,1.12528,-0.0415921,14728,19.851831604208893,1.761506012280401
0,0,0,0,0,0.0,0.0,0.0,0.0,14729,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14730,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14731,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14732,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14733,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14734,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14735,,0.0
770,134,0,128,4149,610729000000.0,3.08564,2.54466,1.10183,14736,19.755829147789804,3.9995585662920354
443,107,1,165,4463,610729000000.0,3.35245,2.76188,1.02399,14737,19.741518785386017,4.343604739948146
848,135,2,114,4120,610729000000.0,3.12053,2.56915,0.796406,14738,19.732409867000943,4.042058782773947
459,105,3,356,4464,610729000000.0,3.40393,2.80121,0.701715,14739,19.726064270695517,4.408346278254466
681,124,4,169,3930,610729000000.0,3.01362,2.47699,0.476175,14740,19.708935715772327,3.9009466754238002
659,122,5,118,3826,610729000000.0,2.94573,2.41963,0.325567,14741,19.699884432207497,3.812077461148973
680,123,6,148,3779,610729000000.0,2.91716,2.39514,0.184928,14742,19.69388727076119,3.774455998577808
695,124,7,105,3693,610729000000.0,2.85479,2.34227,0.0465747,14743,19.683928158580684,3.692702898555474
69,13,8,81,1768,610729000000.0,1.36674,1.12075,-0.0417347,14744,19.67616708403403,1.7675007185571383
0,0,0,0,0,0.0,0.0,0.0,0.0,14745,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14746,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14747,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14748,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14749,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,14750,,0.0
