Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m)
361,65,5,124,5297,610644000000.0,5.06953,-1.46766,0.451139,885,-8.073026961855822,5.27770407435847
650,114,6,117,4707,610644000000.0,4.51562,-1.30835,0.230487,886,-8.079174810621536,4.701340628682419
561,110,7,99,4527,610644000000.0,4.34738,-1.26125,0.0571276,887,-8.089178224753947,4.526639418696833
55,10,8,76,1963,610644000000.0,1.88458,-0.547308,-0.0463697,888,-8.097012621375395,1.9624443490871277
0,0,0,0,0,0.0,0.0,0.0,0.0,889,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,890,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,891,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,892,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,893,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,894,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,895,,0.0
378,53,0,102,8408,610644000000.0,7.77557,-2.28625,2.23621,896,-8.192456248935224,8.104716397715592
357,45,1,84,8401,610644000000.0,7.84276,-2.31031,1.92999,897,-8.206925083325274,8.175965796999153
777,106,2,95,8838,610644000000.0,8.31641,-2.45266,1.71111,898,-8.215871658797067,8.67053725923025
785,105,3,118,8785,610644000000.0,8.32045,-2.4559,1.38281,899,-8.222360080491862,8.67532898583679
36,5,4,166,5293,610644000000.0,5.03802,-1.49039,0.641834,900,-8.239859843956886,5.253846959371771
451,80,5,124,5481,610644000000.0,5.23622,-1.55079,0.466846,901,-8.248747435707667,5.461039233744801
665,115,6,117,4702,610644000000.0,4.50272,-1.33461,0.230242,902,-8.254933914292657,4.696346585432127
550,109,7,82,4584,610644000000.0,4.3942,-1.30412,0.0578488,903,-8.264973616366001,4.5836363963996964
61,11,8,62,1951,610644000000.0,1.86969,-0.555446,-0.0460845,904,-8.272794575665854,1.9504514746632382
0,0,0,0,0,0.0,0.0,0.0,0.0,905,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,906,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,907,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,908,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,909,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,910,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,911,,0.0
505,78,0,90,8465,610644000000.0,7.81401,-2.34974,2.25139,912,-8.368242214357021,8.159658715148568
533,78,1,80,8429,610644000000.0,7.85453,-2.36625,1.93643,913,-8.38270744535333,8.203217696940634
758,105,2,110,8869,610644000000.0,8.33032,-2.51242,1.71712,914,-8.39164130199325,8.700947394324368
747,103,3,132,8810,610644000000.0,8.32886,-2.51404,1.38675,915,-8.398136696533514,8.70001758740751
32,5,4,96,5303,610644000000.0,5.03828,-1.52414,0.643049,916,-8.41559711478286,5.263769381156435
314,50,5,102,5450,610644000000.0,5.19704,-1.57394,0.4642,917,-8.424551259064653,5.4301484220231035
676,116,6,126,4705,610644000000.0,4.49731,-1.36308,0.230389,918,-8.430709195726559,4.6993387111911815
529,106,7,94,4628,610644000000.0,4.42821,-1.34383,0.0584056,919,-8.440741538536379,4.627626051551703
59,11,8,107,1934,610644000000.0,1.84998,-0.56197,-0.0456804,920,-8.448626255732949,1.9334519081942534
0,0,0,0,0,0.0,0.0,0.0,0.0,921,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,922,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,923,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,924,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,925,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,926,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,927,,0.0
596,100,0,93,8498,610644000000.0,7.82985,-2.40698,2.26018,928,-8.543995267148166,8.191465298888838
551,82,1,88,8445,610644000000.0,7.85474,-2.41898,1.94012,929,-8.55848368905519,8.21878365136837
769,105,2,103,8902,610644000000.0,8.34569,-2.57303,1.72352,930,-8.56743377929197,8.733328400844663
769,104,3,137,8838,610644000000.0,8.3397,-2.57325,1.39116,931,-8.573916628757152,8.72766931388329
29,4,4,108,5286,610644000000.0,5.01272,-1.55005,0.640983,932,-8.591414588511233,5.246905449967628
242,36,5,92,5466,610644000000.0,5.20251,-1.61051,0.465565,933,-8.60032228391748,5.446086003746177
584,105,6,115,5051,610644000000.0,4.81897,-1.4929,0.247376,934,-8.606398857794943,5.044920442474787
592,106,7,82,5076,610644000000.0,4.84774,-1.50367,0.0640742,935,-8.61641162710841,5.0755892836694345
55,10,8,93,1935,610644000000.0,1.84746,-0.573607,-0.0457042,936,-8.62436952849583,1.9344594702523494
0,0,0,0,0,0.0,0.0,0.0,0.0,937,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,938,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,939,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,940,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,941,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,942,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,943,,0.0
617,101,0,108,8520,610644000000.0,7.83516,-2.46134,2.26604,944,-8.719804352227941,8.21266867840168
549,81,1,88,8474,610644000000.0,7.86667,-2.4756,1.94679,945,-8.734258403272756,8.24700504722169
791,107,2,86,8934,610644000000.0,8.35968,-2.63362,1.72972,946,-8.743213767465347,8.7647135724335
758,103,3,115,8871,610644000000.0,8.35483,-2.63417,1.39636,947,-8.749695037246568,8.760253187996337
98,8,4,106,7140,610644000000.0,6.75789,-2.13512,0.866319,948,-8.766829483720098,7.087158433850622
670,105,5,109,5685,610644000000.0,5.40058,-1.7082,0.48426,949,-8.776064840440615,5.664292681032645
625,108,6,97,5067,610644000000.0,4.82496,-1.52727,0.248161,950,-8.782208001711501,5.060908283549505
553,104,7,78,5079,610644000000.0,4.84129,-1.53429,0.0641122,951,-8.79216241725356,5.078595737819659
59,11,8,77,1944,610644000000.0,1.85248,-0.587652,-0.0459181,952,-8.800150754522223,1.9434549193392676
0,0,0,0,0,0.0,0.0,0.0,0.0,953,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,954,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,955,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,956,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,957,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,958,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,959,,0.0
589,99,0,114,8544,610644000000.0,7.84194,-2.51643,2.27243,960,-8.895557063411474,8.235802505433215
444,60,1,87,8502,610644000000.0,7.87728,-2.53216,1.95323,961,-8.910028355424476,8.274259753234727
793,107,2,102,8970,610644000000.0,8.37699,-2.69568,1.7367,962,-8.918978004822073,8.800037052336767
769,104,3,114,8909,610644000000.0,8.37423,-2.69689,1.40235,963,-8.925481710134802,8.797780615871256
144,13,4,96,7159,610644000000.0,6.76261,-2.18234,0.868628,964,-8.94262072554404,7.106018708651138
765,111,5,137,5632,610644000000.0,5.33975,-1.72507,0.479736,965,-8.951835114838575,5.611487910296163
603,107,6,124,5071,610644000000.0,4.81929,-1.55807,0.248358,966,-8.957975301815063,5.064892716435364
141,17,7,241,5868,610644000000.0,5.58239,-1.80689,0.0740957,967,-8.967781383985168,5.867531813650438
63,12,8,70,1949,610644000000.0,1.85359,-0.600547,-0.046037,968,-8.975936123381466,1.9484487643530688
0,0,0,0,0,0.0,0.0,0.0,0.0,969,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,970,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,971,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,972,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,973,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,974,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,975,,0.0
564,93,0,149,8565,610645000000.0,7.84559,-2.57081,2.27802,976,-9.071358995135403,8.256049085622008
525,76,1,85,8510,610645000000.0,7.86899,-2.58288,1.95507,977,-9.085829928427787,8.28204520118672
783,106,2,101,8991,610645000000.0,8.37986,-2.75346,1.74077,978,-9.094761758637565,8.820634647869733
776,104,3,84,8934,610645000000.0,8.38098,-2.75593,1.40629,979,-9.101246161004328,8.822469944709361
133,12,4,121,7198,610645000000.0,6.78585,-2.23591,0.873368,980,-9.118420781369425,7.144722090508489
765,111,5,118,5601,610645000000.0,5.29973,-1.74813,0.47709,981,-9.127638163100707,5.580600018797262
627,108,6,116,5082,610645000000.0,4.82008,-1.59106,0.248898,982,-9.13376890436641,5.075888407953823
421,101,7,106,4485,610645000000.0,4.25813,-1.40724,0.0565961,983,-9.143923812959882,4.484639953719808
48,9,8,82,1929,610645000000.0,1.83089,-0.605632,-0.0455616,984,-9.151735150668593,1.9284574953895146
0,0,0,0,0,0.0,0.0,0.0,0.0,985,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,986,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,987,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,988,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,989,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,990,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,991,,0.0
546,88,0,156,8737,610645000000.0,7.98689,-2.67148,2.32383,992,-9.247109611069881,8.42182980488801
479,67,1,118,8661,610645000000.0,7.99233,-2.67779,1.98981,993,-9.261583140422598,8.42899152407926
779,106,2,98,9020,610645000000.0,8.38978,-2.81387,1.74639,994,-9.270535458715928,8.849083162977958
798,106,3,99,8979,610645000000.0,8.40604,-2.82144,1.41339,995,-9.277018734222246,8.866906571922364
639,87,4,173,8856,610645000000.0,8.33188,-2.80205,1.07488,996,-9.294015797072527,8.790432784391221
411,65,5,306,5616,610645000000.0,5.30306,-1.78538,0.47837,997,-9.303411864952041,5.595536355703535
590,106,6,107,5103,610645000000.0,4.8301,-1.6273,0.249929,998,-9.309544917003892,5.0968589641072075
513,106,7,105,4497,610645000000.0,4.26079,-1.43717,0.056748,999,-9.319658786361117,4.496641972961601
48,9,8,77,1918,610645000000.0,1.81672,-0.613339,-0.0453001,1000,-9.327543960994007,1.9174608959040076
0,0,0,0,0,0.0,0.0,0.0,0.0,1001,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1002,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1003,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1004,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1005,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1006,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1007,,0.0
839,115,0,114,9213,610645000000.0,8.40456,-2.86863,2.45061,1008,-9.42285569351496,8.880634373202176
779,108,1,117,9149,610645000000.0,8.42513,-2.8804,2.10208,1009,-9.437316512568273,8.903904743251692
771,106,2,92,9057,610645000000.0,8.4067,-2.87705,1.75357,1010,-9.446319048245293,8.885382467429302
800,106,3,116,9008,610645000000.0,8.41566,-2.88225,1.41796,1011,-9.452820061308268,8.895543732571944
796,104,4,133,8958,610645000000.0,8.4103,-2.88598,1.08728,1012,-9.469784766860906,8.891683004381116
845,106,5,104,8929,610645000000.0,8.4139,-2.89017,0.761184,1013,-9.478784132822646,8.89644849582686
619,108,6,108,5115,610645000000.0,4.83136,-1.6608,0.250518,1014,-9.485309963151051,5.10884488799572
522,107,7,82,4481,610645000000.0,4.23676,-1.45808,0.0565455,1015,-9.495445064487505,4.480639751642616
54,10,8,73,1945,610645000000.0,1.83844,-0.633262,-0.0459419,1016,-9.503292366478771,1.944449123593621
0,0,0,0,0,0.0,0.0,0.0,0.0,1017,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1018,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1019,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1020,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1021,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1022,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1023,,0.0
828,114,0,107,9242,610645000000.0,8.4132,-2.92934,2.45834,1024,-9.598644891573782,8.908589511005657
793,109,1,94,9170,610645000000.0,8.42659,-2.93877,2.10691,1025,-9.613098913553701,8.924336846007101
756,105,2,112,9084,610645000000.0,8.4139,-2.93731,1.7588,1026,-9.622100454202437,8.91187428356684
768,104,3,103,9036,610645000000.0,8.42392,-2.94295,1.42237,1027,-9.628593067109001,8.923193535326913
827,106,4,143,8994,610645000000.0,8.42616,-2.94933,1.09165,1028,-9.645550124668608,8.92741394775105
404,42,5,257,8676,610645000000.0,8.15811,-2.85839,0.739586,1029,-9.65456818668244,8.644371126010267
564,104,6,99,5129,610645000000.0,4.83427,-1.69504,0.251205,1030,-9.66109802300749,5.12282412683668
486,105,7,106,4468,610645000000.0,4.21547,-1.47975,0.056381,1031,-9.671262884492386,4.467644500561789
59,11,8,69,1922,610645000000.0,1.81283,-0.636912,-0.0453952,1032,-9.67909942524675,1.9214602532043175
0,0,0,0,0,0.0,0.0,0.0,0.0,1033,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1034,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1035,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1036,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1037,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1038,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1039,,0.0
803,112,0,135,9275,610645000000.0,8.42505,-2.99154,2.46713,1040,-9.774385654232635,8.940401505195391
776,108,1,91,9196,610645000000.0,8.43224,-2.9989,2.1129,1041,-9.788885935168885,8.949640921713005
731,104,2,131,9111,610645000000.0,8.42067,-2.99776,1.76404,1042,-9.797869217731325,8.938358253421038
760,104,3,101,9055,610645000000.0,8.42338,-3.00088,1.42537,1043,-9.804374175061946,8.94195791752567
779,104,4,145,9014,610645000000.0,8.4266,-3.00765,1.09408,1044,-9.821333676200645,8.947264726300435
319,31,5,72,7548,610645000000.0,7.08205,-2.53029,0.643295,1045,-9.830450730500003,7.520491984345172
651,110,6,119,5157,610645000000.0,4.85012,-1.73408,0.25258,1046,-9.836833948425554,5.150795808494062
486,105,7,79,4464,610645000000.0,4.20254,-1.50424,0.0563304,1047,-9.84705632654404,4.463639818488943
61,11,8,84,1931,610645000000.0,1.81736,-0.651056,-0.0456091,1048,-9.85484684517119,1.9304588275164016
80,14,9,66,838,610645000000.0,0.787307,-0.282608,-0.0498407,1049,-9.872933970798382,0.8364924350602341
0,0,0,0,0,0.0,0.0,0.0,0.0,1050,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1051,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1052,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1053,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1054,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1055,,0.0
789,111,0,144,9325,610645000000.0,8.45185,-3.05959,2.48045,1056,-9.95018883486203,8.988596074504628
774,108,1,86,9232,610645000000.0,8.44662,-3.06252,2.12118,1057,-9.964649621352635,8.984676854222414
793,107,2,82,9162,610645000000.0,8.44915,-3.06644,1.77392,1058,-9.973646700075536,8.988391958303776
807,106,3,132,9106,610645000000.0,8.45214,-3.0697,1.43341,1059,-9.980159684313294,8.992314978335667
811,106,4,145,9037,610645000000.0,8.42944,-3.06711,1.09688,1060,-9.997133188713372,8.970096012066984
466,52,5,94,7464,610645000000.0,6.98775,-2.54506,0.636124,1061,-10.006251491085342,7.436799073936313
729,113,6,126,5192,610645000000.0,4.87223,-1.77578,0.254298,1062,-10.012631746289182,5.185751611994157
518,107,7,96,4462,610645000000.0,4.19136,-1.52931,0.0563051,1063,-10.022805671457212,4.461646302173672
66,12,8,83,1955,610645000000.0,1.83587,-0.670423,-0.0461796,1064,-10.03059111226594,1.9544527765666275
74,13,9,67,866,610645000000.0,0.811808,-0.297031,-0.0515305,1065,-10.048489312876159,0.864441810548865
0,0,0,0,0,0.0,0.0,0.0,0.0,1066,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1067,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1068,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1069,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1070,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1071,,0.0
807,113,0,141,9366,610645000000.0,8.46999,-3.12507,2.49137,1072,-10.12596968127793,9.028111270083018
802,110,1,104,9275,610645000000.0,8.46692,-3.1288,2.13107,1073,-10.140448585430663,9.02652334658256
776,106,2,69,9184,610645000000.0,8.45042,-3.12571,1.77819,1074,-10.149417670570985,9.00997564816354
777,105,3,135,9130,610645000000.0,8.45538,-3.12973,1.43719,1075,-10.15593026915902,9.016022449911047
751,102,4,187,9065,610645000000.0,8.43652,-3.12843,1.10028,1076,-10.172892869175236,8.997885528017123
574,70,5,108,7500,610645000000.0,7.00563,-2.60037,0.639197,1077,-10.18203216839776,7.472668588516421
679,109,6,126,5205,610645000000.0,4.87341,-1.81016,0.254936,1078,-10.188405049226013,5.198731023403692
518,107,7,99,4476,610645000000.0,4.19501,-1.55988,0.0564823,1079,-10.19861873184277,4.475637889117036
63,12,8,78,1937,610645000000.0,1.81485,-0.6754,-0.0457517,1080,-10.206424678390265,1.9364518280866168
0,0,0,0,0,0.0,0.0,0.0,0.0,1081,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1082,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1083,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1084,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1085,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1086,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1087,,0.0
778,110,0,138,9396,610645000000.0,8.47772,-3.18715,2.49936,1088,-10.301730729953519,9.057022773566377
793,109,1,108,9316,610645000000.0,8.4849,-3.19475,2.1405,1089,-10.316225468787223,9.066419115201988
795,107,2,90,9221,610645000000.0,8.46504,-3.19031,1.78536,1090,-10.325228366421998,9.0462688495147
779,105,3,105,9162,610645000000.0,8.46558,-3.1927,1.44223,1091,-10.331706715329046,9.047617256847241
784,104,4,178,9105,610645000000.0,8.45431,-3.19417,1.10515,1092,-10.348672949651714,9.037592575736085
574,70,5,75,7502,610645000000.0,6.9914,-2.64401,0.639368,1093,-10.357816153774866,7.474654697047884
586,104,6,114,5188,610645000000.0,4.84634,-1.83402,0.254102,1094,-10.364174158084337,5.1817603916043815
425,101,7,95,4482,610645000000.0,4.19097,-1.58771,0.0565582,1095,-10.374363406710513,4.481635034783622
65,12,8,73,1970,610645000000.0,1.84152,-0.698216,-0.0465361,1096,-10.382161576733651,1.9694419242658565
0,0,0,0,0,0.0,0.0,0.0,0.0,1097,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1098,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1099,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1100,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1101,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1102,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1103,,0.0
815,114,0,115,9441,610645000000.0,8.49851,-3.25462,2.51134,1104,-10.477510574281764,9.100396890493291
734,106,1,121,9344,610645000000.0,8.49058,-3.25651,2.14695,1105,-10.492005295363201,9.093668463084631
786,107,2,102,9248,610645000000.0,8.47004,-3.25168,1.7906,1106,-10.500991268515422,9.072761455257158
788,105,3,106,9210,610645000000.0,8.49008,-3.26158,1.4498,1107,-10.507479891763166,9.095018554285637
810,106,4,125,9172,610645000000.0,8.49661,-3.26987,1.11329,1108,-10.52446225998262,9.10408871381425
560,67,5,108,7509,610645000000.0,6.98156,-2.68937,0.639966,1109,-10.533603559933812,7.481636921857408
618,105,6,133,5211,610645000000.0,4.85643,-1.87199,0.255231,1110,-10.539984498852647,5.204734278039561
230,41,7,153,5136,610645000000.0,4.79127,-1.84879,0.0648334,1111,-10.54996239558123,5.135590781692015
43,8,8,75,1914,610645000000.0,1.78498,-0.68934,-0.045205,1112,-10.55801118816743,1.9134636751190235
0,0,0,0,0,0.0,0.0,0.0,0.0,1113,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1114,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1115,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1116,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1117,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1118,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1119,,0.0
825,114,0,108,9479,610645000000.0,8.51251,-3.32002,2.52146,1120,-10.653303972293484,9.137032302695443
760,107,1,114,9384,610645000000.0,8.5067,-3.32271,2.15615,1121,-10.667787747027191,9.132598022145725
748,105,2,104,9285,610645000000.0,8.48373,-3.3168,1.79777,1122,-10.676757910193972,9.109052472837117
763,104,3,121,9244,610645000000.0,8.50117,-3.32584,1.45516,1123,-10.68325141949461,9.128587134628228
791,104,4,134,9204,610645000000.0,8.50596,-3.33353,1.11718,1124,-10.700235688383083,9.135851234696196
580,71,5,112,7533,610645000000.0,6.98718,-2.74089,0.642014,1125,-10.709396459685488,7.505542108635459
607,105,6,133,5251,610645000000.0,4.88204,-1.91635,0.257195,1126,-10.715762786927632,5.244684154846696
506,94,7,90,5472,610645000000.0,5.09254,-2.00101,0.069085,1127,-10.725667769667934,5.471563274942546
59,11,8,76,1966,610645000000.0,1.82909,-0.719299,-0.046441,1128,-10.73374356991681,1.96544175174463
0,0,0,0,0,0.0,0.0,0.0,0.0,1129,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1130,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1131,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1132,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1133,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1134,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1135,,0.0
785,111,0,129,9501,610645000000.0,8.51169,-3.38001,2.52732,1136,-10.829065520001597,9.158238600091178
807,111,1,111,9432,610645000000.0,8.52956,-3.3921,2.16719,1137,-10.843550447590784,9.179310224826263
761,105,2,119,9338,610645000000.0,8.51153,-3.38802,1.80804,1138,-10.852530226045973,9.161049200899425
776,105,3,101,9275,610645000000.0,8.50905,-3.38927,1.46004,1139,-10.859031452453927,9.15920755499077
817,106,4,143,9234,610645000000.0,8.51301,-3.39669,1.12082,1140,-10.875996899661608,9.165633759658958
564,68,5,99,7553,610645000000.0,6.98874,-2.7911,0.643722,1141,-10.88516701162385,7.525471812291904
530,101,6,139,5255,610645000000.0,4.8739,-1.94775,0.257391,1142,-10.891532148325846,5.248679002615801
424,73,7,67,5406,610645000000.0,5.01889,-2.00771,0.0682498,1143,-10.901462523100975,5.405567155831107
67,12,8,67,1964,610645000000.0,1.82279,-0.729765,-0.0463935,1144,-10.909496777524234,1.963446036774375
0,0,0,0,0,0.0,0.0,0.0,0.0,1145,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1146,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1147,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1148,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1149,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1150,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1151,,0.0
816,114,0,134,9544,610646000000.0,8.52921,-3.44771,2.53877,1152,-11.004866400913523,9.199680835126838
791,109,1,117,9478,610646000000.0,8.55008,-3.46117,2.17777,1153,-11.019332198882354,9.224075334433257
721,103,2,129,9370,610646000000.0,8.51968,-3.45197,1.81425,1154,-11.028305406918012,9.192444951333675
757,104,3,113,9306,610646000000.0,8.51646,-3.45292,1.46493,1155,-11.034819595974563,9.189817596557617
804,106,4,161,9276,610646000000.0,8.53063,-3.46455,1.12593,1156,-11.05178839189475,9.207320723174577
601,75,5,108,7586,610646000000.0,7.00194,-2.84631,0.646539,1157,-11.060946150544815,7.558349315803021
459,87,6,119,5256,610646000000.0,4.86278,-1.97799,0.25744,1158,-11.067291000912629,5.249673682096821
459,88,7,84,5368,610646000000.0,4.97128,-2.02414,0.067769,1159,-11.077259905515668,5.367566262096818
41,7,8,82,1914,610646000000.0,1.77199,-0.722078,-0.045205,1160,-11.085337938645777,1.9134641878498797
0,0,0,0,0,0.0,0.0,0.0,0.0,1161,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1162,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1163,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1164,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1165,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1166,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1167,,0.0
742,108,0,128,9568,610646000000.0,8.52929,-3.50878,2.54517,1168,-11.180644911554786,9.222815459093823
779,109,1,94,9498,610646000000.0,8.54668,-3.52098,2.18238,1169,-11.195107950705593,9.24354040304904
782,107,2,93,9414,610646000000.0,8.53824,-3.52064,1.82278,1170,-11.204105103137628,9.235607630643477
763,104,3,108,9344,610646000000.0,8.5298,-3.51942,1.47092,1171,-11.21059223590966,9.227340092160903
763,103,4,164,9314,610646000000.0,8.54407,-3.53123,1.13055,1172,-11.227556156193966,9.245037451400616
630,82,5,125,7614,610646000000.0,7.01013,-2.89988,0.648929,1173,-11.236704320493457,7.586252476110982
699,108,6,119,5380,610646000000.0,4.96499,-2.05516,0.263528,1174,-11.243073816463212,5.373528480030603
658,106,7,84,5379,610646000000.0,4.96893,-2.05882,0.0679082,1175,-11.253059809640686,5.378569060382139
67,12,8,73,1962,610646000000.0,1.81185,-0.751313,-0.046346,1176,-11.26106696588113,1.9614463149597035
68,12,9,46,950,610646000000.0,0.875745,-0.36376,-0.0566001,1177,-11.27831642907574,0.9482882697919447
0,0,0,0,0,0.0,0.0,0.0,0.0,1178,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1179,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1180,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1181,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1182,,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,1183,,0.0
773,111,0,132,9622,610646000000.0,8.55561,-3.58114,2.55955,1184,-11.35641369971403,9.274859900381244
781,109,1,104,9525,610646000000.0,8.54915,-3.58351,2.18859,1185,-11.370878535955502,9.269817131022595
767,106,2,76,9448,610646000000.0,8.54724,-3.58587,1.82937,1186,-11.379887677826979,9.268968404008076
746,103,3,111,9382,610646000000.0,8.54265,-3.58622,1.47691,1187,-11.386376361008988,9.264871445999669
779,104,4,159,9357,610646000000.0,8.56159,-3.60014,1.13577,1188,-11.403352336570471,9.287724767008333
504,58,5,105,7645,610646000000.0,7.02067,-2.95482,0.651575,1189,-11.412488801900167,7.617136501422302
620,104,6,187,5547,610646000000.0,5.10601,-2.15031,0.271726,1190,-11.41878599757211,5.540322302556053
