Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m),phi
567,100,3,96,13373,407009591480,13.193,0.585294,2.10599,35,0.04433491004198215,13.372846067555553,40.46959752811409
105,12,4,82,12778,407009591480,12.6712,0.55461,1.55156,36,0.043741416832542485,12.777880893391517,41.512811616415114
167,36,5,150,19200,407009591480,19.1119,0.830622,1.63796,37,0.043433652145677216,19.199936652981016,42.55305427073103
307,69,6,137,19151,407009591480,19.1101,0.826533,0.939599,38,0.04322416893390752,19.151029348076566,43.593895982134214
450,56,7,78,11841,407009591480,11.8292,0.507407,0.149674,39,0.042868168996827195,11.841023469697417,44.637872650641334
538,73,8,78,11792,407009591480,11.7779,0.50274,-0.279997,40,0.04265913283700649,11.791949552029513,45.68030117490126
548,75,9,71,11799,407009591480,11.767,0.496519,-0.711356,41,0.04217087036316178,11.79893416695326,46.72822510459024
278,28,10,91,9896,407009591480,9.84112,0.412125,-0.955051,42,0.04185339993133462,9.895939181433262,47.76910020261741
301,30,11,45,7209,407009591480,7.13873,0.298398,-0.957928,43,0.041775552802001216,7.208892663404553,48.81806565702099
245,36,12,70,5652,407009591480,5.56558,0.231332,-0.955977,44,0.04154084916086488,5.651821587342703,49.86905377696468
0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,0.0,0.0
98,32,14,29,3942,407009591480,3.82178,0.157255,-0.951712,46,0.0411238589343158,3.9416350965518103,51.98609967188516
0,0,0,0,0,0,0.0,0.0,0.0,47,0.0,0.0,0.0
191,27,0,90,6369,407009687470,6.13465,0.240744,1.69312,48,0.039223187813666446,6.368558991674333,37.29108689654308
353,45,1,64,7062,407009687470,6.86773,0.266067,1.62193,49,0.03872225688106812,7.061668636114909,38.360858834651665
656,102,2,81,10683,407009687470,10.4728,0.402572,2.06881,50,0.03842085147844856,10.682770187141722,39.416814177697965
578,100,3,82,13345,407009687470,13.1687,0.503276,2.10157,51,0.03819900133097101,13.344832066649472,40.46961553531584
64,7,4,96,12851,407009687470,12.7468,0.479576,1.56043,52,0.03760550966961088,12.850908340062038,41.51280575679033
441,102,5,71,19283,407009687470,19.1993,0.716422,1.64505,53,0.03729770147238142,19.282960625240722,42.553043584111464
465,103,6,85,19242,407009687470,19.2056,0.712632,0.944066,54,0.03708841256197061,19.241989926714442,43.59388966355338
456,57,7,83,11910,407009687470,11.901,0.43735,0.150547,55,0.03673248302259738,11.909984904344295,44.637869505863456
517,69,8,92,11869,407009687470,11.8577,0.433275,-0.281827,56,0.036523299369559434,11.868959641584176,45.68030458877246
510,67,9,92,11874,407009687470,11.8447,0.427007,-0.715882,57,0.03603486449669527,11.873994277662971,46.72822664425523
286,29,10,85,9879,407009687470,9.82656,0.351129,-0.953408,58,0.03571745059290489,9.878945278859733,47.7690916692239
300,30,11,54,7218,407009687470,7.14934,0.254908,-0.959126,59,0.035639662408208775,7.217891881147846,48.81807435097968
224,33,12,72,5643,407009687470,5.55803,0.196864,-0.954451,60,0.03540494314131281,5.642821069890219,49.869035191544576
0,0,0,0,0,0,0.0,0.0,0.0,61,0.0,0.0,0.0
117,38,14,48,3974,407009687470,3.8537,0.13489,-0.959462,62,0.03498844014887721,3.9736338950064334,51.986276905286225
4,1,15,38,3486,407009687470,3.346,0.116684,-0.969286,63,0.034858557836343604,3.4855195460149124,53.07310325032141
242,36,0,89,6363,407009784350,6.13023,0.202906,1.69153,64,0.03308716803305677,6.362559582325026,37.29106363979362
170,19,1,78,7124,407009784350,6.92954,0.225891,1.6362,65,0.032586728244861356,7.123671932050282,38.36073888032794
688,104,2,63,10641,407009784350,10.4339,0.336974,2.06066,66,0.03228485173855801,10.640777242395218,39.41686276793554
457,74,3,110,13236,407009784350,13.064,0.419012,2.08439,67,0.03206279895055343,13.235873553651228,40.46966156743847
55,6,4,108,12829,407009784350,12.7277,0.400667,1.55776,68,0.0314695292090483,12.828932050349671,41.51280916412671
443,102,5,81,19246,407009784350,19.1665,0.597455,1.64189,69,0.031161745774002974,19.245973020326225,42.5530503784245
445,102,6,91,19207,407009784350,19.1747,0.593693,0.942348,70,0.030952421240419577,19.20701984226999,43.593893052764905
408,49,7,94,12012,407009784350,12.0054,0.367441,0.151838,71,0.030596759079275213,12.011981386379393,44.63786539523182
127,12,8,93,12018,407009784350,12.0091,0.365037,-0.285369,72,0.030387342585141624,12.01803520911509,45.680309879356535
127,12,9,56,12114,407009784350,12.0865,0.361488,-0.730366,73,0.029899497172352667,12.11394198096144,46.728268283763576
279,28,10,76,9859,407009784350,9.80863,0.290238,-0.951475,74,0.029581433532411144,9.858943414441987,47.76908396694416
329,34,11,39,7204,407009784350,7.1369,0.210626,-0.957263,75,0.02950368956783835,7.203891821303606,48.81806372739613
222,32,12,68,5632,407009784350,5.5483,0.162439,-0.952587,76,0.02926889532053769,5.631823977299894,49.869015039770886
3,1,13,18,4568,407009784350,4.46872,0.129468,-0.937021,77,0.028963952530369187,4.567737816016261,50.91881697213288
120,39,14,38,3960,407009784350,3.84088,0.110849,-0.956071,78,0.02885230450847238,3.959636148971519,51.98619381103714
11,4,15,57,3444,407009784350,3.30633,0.0949905,-0.957567,79,0.028721990144038662,3.4435121349400313,53.07278119340128
245,36,0,94,6343,407009883450,6.11209,0.164768,1.6862,80,0.026951190848389157,6.34255966482965,37.29112401138517
129,14,1,50,7130,407009883450,6.93663,0.183522,1.63758,81,0.02645076903791823,7.129669300730855,38.36072858026306
689,104,2,58,10602,407009883450,10.3975,0.271945,2.0531,82,0.02614888339486379,10.601753625840633,39.416870499741066
599,101,3,85,13200,407009883450,13.0308,0.337923,2.07872,83,0.0259268256203868,13.199887023468381,40.469667784023365
325,48,4,97,13968,407009883450,13.8601,0.351222,1.6962,84,0.025335087833785762,13.967921224838147,41.51252479484952
533,101,5,122,15601,407009883450,15.5392,0.38892,1.33074,85,0.025023091398765268,15.600925112120754,42.55339672609951
531,100,6,151,15588,407009883450,15.5644,0.386292,0.764677,86,0.024813851689982593,15.587960090518354,43.59409583347739
297,47,7,315,15516,407009883450,15.5101,0.37953,0.196175,87,0.024464979354637765,15.515983038838531,44.63778321351595
94,9,8,68,12174,407009883450,12.167,0.295129,-0.289076,88,0.024251757862346398,12.17401146132272,45.680317727389344
116,11,9,45,12224,407009883450,12.1983,0.28993,-0.737005,89,0.023763591865503222,12.223982929672513,46.72827880655974
283,29,10,100,9847,407009883450,9.79828,0.229768,-0.950316,90,0.023445533076729353,9.846937838337357,47.76908292633669
289,29,11,48,7203,407009883450,7.13707,0.166808,-0.957129,91,0.02336780174879785,7.202894488773592,48.818057816094615
270,41,12,83,5648,407009883450,5.56496,0.128758,-0.955299,92,0.023133145831049362,5.6478274233164205,49.86904138730499
0,0,0,0,0,0,0.0,0.0,0.0,93,0.0,0.0,0.0
95,31,14,43,3953,407009883450,3.8347,0.0871247,-0.954376,94,0.022716174230689775,3.9526381509981525,51.986154199604385
14,5,15,43,3468,407009883450,3.3299,0.0752233,-0.964264,95,0.022586416390258705,3.467520384447493,53.07296026523863
295,45,0,81,6339,406909902460,6.10913,0.127181,1.68513,96,0.02081517851072809,6.338557208116135,37.29115180212708
355,45,1,64,7329,406909902460,7.13125,0.144897,1.68336,97,0.020315802267093664,7.328671270613044,38.36043867929307
681,103,2,74,10574,406909902460,10.3715,0.207592,2.04767,98,0.020012947450017818,10.573743855293827,39.41688630148879
594,101,3,84,13164,406909902460,12.997,0.257257,2.07304,99,0.019790983410760275,13.163802072564332,40.469661915483364
442,73,4,115,14148,406909902460,14.0406,0.269605,1.71807,100,0.019199455294161692,14.147893827030403,41.51249428409202
554,102,5,74,15581,406909902460,15.5214,0.293189,1.32903,101,0.018887093742731956,15.580954351085847,42.553408754785025
592,103,6,121,15569,406909902460,15.5475,0.290428,0.763745,102,0.018677872714384872,15.568956647707932,43.59409541783594
577,102,7,72,15504,406909902460,15.5002,0.284134,0.196023,103,0.01832893646683624,15.504043252857784,44.637785135978675
125,12,8,41,12180,406909902460,12.1746,0.220577,-0.289219,104,0.01811582061023711,12.180032307136546,45.68031780500375
114,11,9,58,12176,406909902460,12.1519,0.214232,-0.734108,105,0.01762768042350907,12.175938711881232,46.72827802564556
293,30,10,69,9859,406909902460,9.81145,0.16985,-0.951475,106,0.017309677559987868,9.858940348771009,47.76908483069191
334,34,11,61,7224,406909902460,7.15876,0.123372,-0.959925,107,0.017232005028183263,7.223885477608916,48.81808459605503
264,40,12,70,5656,406909902460,5.57352,0.0947437,-0.956655,108,0.01699726129776264,5.6558191580101544,49.86906318779591
0,0,0,0,0,0,0.0,0.0,0.0,109,0.0,0.0,0.0
70,22,14,32,4007,406909902460,3.88755,0.0644652,-0.967453,110,0.016580955133004074,4.0066402473543885,51.98643445667788
15,5,15,45,3507,406909902460,3.36774,0.0554084,-0.975146,111,0.016451210987213038,3.5065157235789717,53.07328344422587
273,41,0,91,6372,406910001620,6.1416,0.0901619,1.69392,112,0.014679468489319395,6.371557477933603,37.291073677389775
369,47,1,72,7370,406910001620,7.1719,0.101705,1.69279,113,0.014180089395165768,7.369669700951665,38.360387312580585
441,62,2,169,10398,406910001620,10.2,0.141549,2.01355,114,0.013876462206276951,10.397808409559246,39.41702398826682
588,101,3,81,13095,406910001620,12.9302,0.176573,2.06217,115,0.013655011160113356,13.094800310551856,40.46966984473497
420,70,4,134,14242,406910001620,14.1353,0.184669,1.7295,116,0.01306364171644798,14.241909246290016,41.51246773417222
576,102,5,105,15534,406910001620,15.4761,0.197348,1.32502,117,0.01275110035754686,15.533972300847715,42.553413396467135
585,102,6,84,15486,406910001620,15.4661,0.193984,0.75967,118,0.012541870850506402,15.485960658323915,43.59410204731433
587,103,7,71,15465,406910001620,15.4626,0.188546,0.195529,119,0.01219307594627792,15.464985610855155,44.637785470696095
124,12,8,71,12160,406910001620,12.1557,0.145631,-0.288744,120,0.011979896924633754,12.160000985842764,45.680319338006214
137,14,9,49,12165,406910001620,12.142,0.139539,-0.733444,121,0.011491752381963429,12.164932191905427,46.728277086099794
279,28,10,90,9855,406910001620,9.80833,0.1096,-0.951089,122,0.011173710377758066,9.854943928547792,47.76908392508082
297,30,11,40,7207,406910001620,7.14254,0.0792568,-0.957662,123,0.011095989276698574,7.206890855160098,48.818065669660896
222,32,12,74,5631,406910001620,5.54936,0.0602749,-0.952417,124,0.010861167751333318,5.6308194443667805,49.86901457683527
3,1,13,29,4630,406910001620,4.53102,0.0478351,-0.949772,125,0.010556855400669722,4.629740520717766,50.9190182060191
45,14,14,46,3993,406910001620,3.87429,0.0404678,-0.964063,126,0.010444837217352133,3.992640494072292,51.98636357917285
7,2,15,59,3471,406910001620,3.33345,0.0343846,-0.965101,127,0.010314653159668322,3.470517417247486,53.072990956011836
242,36,0,14,6459,406910098890,6.22589,0.0531959,1.71709,128,0.008544096592133869,6.458555114263314,37.29088450890234
418,56,1,0,7407,406910098890,7.2084,0.0579882,1.70131,129,0.008044357854225555,7.406675968843192,38.36030871899941
162,16,2,0,8158,406910098890,8.0032,0.0618987,1.57927,130,0.00773408959098938,8.157765344869983,39.41878708421903
544,93,3,4,13036,406910098890,12.8728,0.0967916,2.05287,131,0.007518937292135416,13.035820790833638,40.46969633011027
436,75,4,20,14406,406910098890,14.2989,0.099063,1.74943,132,0.006927904602701162,14.40586200172933,41.51242764783515
566,102,5,0,15464,406910098890,15.4073,0.101923,1.31904,133,0.00661514433250895,15.463995218232867,42.55343399832136
599,103,6,0,15423,406910098890,15.4041,0.098678,0.756577,134,0.006405869232246453,15.422984241534223,43.59410886627524
619,104,7,0,15428,406910098890,15.4265,0.0934409,0.195061,135,0.006057093784416219,15.42801614743496,44.63778655273601
144,14,8,0,12128,406910098890,12.1244,0.0708548,-0.287983,136,0.005843917505357555,12.128026631359779,45.680315188020145
154,15,9,0,12145,406910098890,12.1227,0.0649266,-0.732237,137,0.005355735868739424,12.144967755311521,46.728269262013356
297,30,10,9,9848,406910098890,9.80185,0.0493799,-0.950412,138,0.005037771671616946,9.847943174428252,47.76907993421734
288,28,11,0,7180,406910098890,7.11613,0.035296,-0.954068,139,0.004959958651447713,7.179888420660867,48.818042007489844
256,38,12,0,5643,406910098890,5.56145,0.0262798,-0.954451,140,0.0047253152330104424,5.642817863602283,49.86903798511501
3,1,13,0,4410,406910098890,4.31593,0.0190709,-0.904524,141,0.004418694436877081,4.409736855040538,50.91825378890559
43,14,14,2,3976,406910098890,3.85797,0.016623,-0.959946,142,0.004308716016718865,3.9756389634805873,51.98627588085348
11,4,15,4,3469,406910098890,3.33168,0.0139221,-0.964543,143,0.004178678314546213,3.4685196620629686,53.07296986371695
504,79,0,158,7356,406910195650,7.0907,0.0171109,1.95601,144,0.002413142113793641,7.3555621398366835,37.28911032281077
358,46,1,82,7403,406910195650,7.20472,0.0137496,1.70039,145,0.0019084132773782394,7.4026688080718674,38.360306957708005
181,18,2,43,8171,406910195650,8.01618,0.0128116,1.58179,146,0.0015982162441207039,8.170762848938558,39.41877350355667
616,102,3,81,12995,406910195650,12.8327,0.0177469,2.0464,147,0.0013829426921980127,12.99485502814324,40.46973817988169
405,68,4,128,14546,406910195650,14.4382,0.0114368,1.76645,148,0.0007921207358239342,14.54586180475032,41.51239074679542
605,104,5,62,15421,406910195650,15.3647,0.00736252,1.31537,149,0.0004791840671460663,15.420903298237777,42.55342349604629
584,102,6,107,15373,406910195650,15.3545,0.00414418,0.754122,150,0.00026990002275365465,15.37300840483449,43.59411526063219
594,103,7,82,15374,406910195650,15.3728,-0.00121247,0.194378,151,-7.887112285893795e-05,15.374028883704085,44.63778734093387
73,7,8,48,12194,406910195650,12.1906,-0.00355831,-0.289552,152,-0.0002918896443935911,12.19403876417793,45.68031877302667
81,8,9,47,12237,406910195650,12.2147,-0.00952821,-0.73779,153,-0.0007800607519937384,12.236965349337465,46.72828412476427
277,28,10,92,9822,406910195650,9.77609,-0.0107362,-0.9479,154,-0.0010982095790666017,9.821943054410896,47.76907183831395
271,26,11,40,7203,406910195650,7.13901,-0.00839454,-0.957129,155,-0.0011758683810570427,7.2028904039311055,48.81805999427118
287,44,12,69,5662,406910195650,5.58024,-0.00787084,-0.957672,156,-0.001410483201514275,5.661826213096469,49.86906798845602
15,3,13,6,4473,406910195650,4.37762,-0.00751448,-0.917482,157,-0.0017165657638811155,4.4727381492921845,50.918484090844565
18,5,14,32,3932,406910195650,3.81531,-0.00697364,-0.94929,158,-0.001827802258272787,3.9316396747228564,51.98603513698694
6,2,15,37,3431,406910195650,3.29521,-0.00645168,-0.95394,159,-0.0019578939600666985,3.4305177585715576,53.072663460943915
818,113,0,103,7488,406910293230,7.2179,-0.0268662,1.99117,160,-0.003722145766562061,7.48756036180026,37.28887737035682
357,45,1,63,7789,406910293230,7.58032,-0.0320331,1.78919,161,-0.00422579908553318,7.788676285351422,38.35979963657159
206,21,2,42,8180,406910293230,8.02494,-0.0364149,1.58354,162,-0.004537685025053684,8.179766927006051,39.418748917202485
620,102,3,76,12960,406910293230,12.798,-0.0608297,2.04089,163,-0.00475302718596421,12.959850934501604,40.46973288714201
429,74,4,98,14691,406910293230,14.582,-0.0779216,1.78407,164,-0.005343633131944788,14.690939436967488,41.51238727551635
602,103,5,82,15350,406910293230,15.2938,-0.0865149,1.30931,165,-0.005656800611354386,15.349986838561849,42.55344405934916
599,103,6,99,15327,406910293230,15.3083,-0.0898004,0.751864,166,-0.005866057626786038,15.327015772039125,43.594118693036016
590,102,7,77,15303,406910293230,15.3015,-0.0950978,0.19348,167,-0.006214853160258672,15.303018667961066,44.637787712865524
70,7,8,55,12237,406910293230,12.2333,-0.0786336,-0.290574,168,-0.006427743704313965,12.237003120965728,45.680322977208434
90,9,9,46,12264,406910293230,12.2414,-0.084662,-0.739419,169,-0.006915928749915895,12.264003509123969,46.728281358035645
274,27,10,91,9784,406910293230,9.73802,-0.0704482,-0.944228,170,-0.0072342191792640715,9.783944142587245,47.76905775937263
289,29,11,38,7193,406910293230,7.12891,-0.0521264,-0.955798,171,-0.007311843051920481,7.192887095351974,48.818052970177426
270,41,12,66,5651,406910293230,5.56924,-0.042029,-0.955807,172,-0.007546487878731923,5.650820085234532,49.869050685589755
20,4,13,14,4605,406910293230,4.50667,-0.0353833,-0.944631,173,-0.007851156836492157,4.604742576190322,50.918936996142385
8,2,14,35,4008,406910293230,3.88893,-0.0309671,-0.967695,174,-0.007962716096496401,4.007638845905081,51.986440909471945
8,3,15,50,3379,406910293230,3.24517,-0.0262695,-0.93943,175,-0.008094776613938445,3.378512563308038,53.07223378788981
797,111,0,116,7468,406910391530,7.19832,-0.0709646,1.98584,176,-0.009858175396409395,7.467556983542419,37.28891913003318
362,46,1,74,7818,406910391530,7.6082,-0.078836,1.79586,177,-0.010361607032666932,7.817674557980525,38.35976722264403
331,38,2,62,8250,406910391530,8.09323,-0.0863852,1.59711,178,-0.010673355338509579,8.249763304954818,39.41868081912843
642,103,3,103,12934,406910391530,12.7717,-0.139077,2.03679,179,-0.010889036159519114,12.9338384405415,40.46974097810301
393,66,4,141,14736,406910391530,14.6259,-0.167905,1.78954,180,-0.011479473025477496,14.735928756295785,41.51237456438416
575,102,5,120,15295,406910391530,15.2382,-0.179709,1.30462,181,-0.011792775343511105,15.29500140271589,42.55344387041435
592,102,6,93,15263,406910391530,15.2435,-0.182962,0.748722,182,-0.012002047741142531,15.262973235144193,43.594119453892134
656,106,7,62,15257,406910391530,15.2546,-0.188417,0.192897,183,-0.012350859366492207,15.256983036580266,44.637789514981975
333,52,8,119,15205,406910391530,15.1995,-0.190918,-0.361121,184,-0.012560147394641032,15.204987941769799,45.68045614163648
366,59,9,72,15234,406910391530,15.205,-0.198412,-0.918664,185,-0.013048387984310234,15.234019031977084,46.728615534734374
292,30,10,84,9795,406910391530,9.74835,-0.130344,-0.945291,186,-0.013370081417168887,9.794942182346816,47.76906246731543
262,25,11,47,7176,406910391530,7.11161,-0.0956415,-0.953536,187,-0.0134478317185103,7.175888446172936,48.81804007034628
309,48,12,74,5645,406910391530,5.56297,-0.0761197,-0.95479,188,-0.013682430400590128,5.644825362553574,49.86903511599212
35,7,13,8,4638,406910391530,4.53866,-0.0634852,-0.951418,189,-0.01398674060165896,4.637743112435514,50.91904535502227
8,2,14,39,3938,406910391530,3.82076,-0.0538746,-0.950743,190,-0.014099558702044053,3.9376416421729084,51.98606386386005
4,1,15,46,3388,406910391530,3.25359,-0.0463034,-0.941942,191,-0.01423051901434962,3.3875133393561065,53.07231515630135
813,112,0,139,7442,406910489010,7.17269,-0.114731,1.97891,192,-0.015994169075904948,7.441554261480662,37.28897951990068
268,32,1,74,7749,406910489010,7.54043,-0.124412,1.77999,193,-0.01649782736253903,7.748672617341889,38.35983946362792
312,35,2,58,8330,406910489010,8.17102,-0.137359,1.61262,194,-0.016808925114290926,8.329764618503996,39.41860308698245
635,103,3,90,12872,406910489010,12.7094,-0.216398,2.02702,195,-0.017024965142578126,12.871848605961926,40.469758982911024
384,67,4,117,15000,406910489010,14.8866,-0.262257,1.82162,196,-0.017615162216552,14.999931257124114,41.51233727816935
610,104,5,74,15251,406910489010,15.1929,-0.27242,1.30086,197,-0.01792882268927605,15.250923244380978,42.55344435833201
642,105,6,86,15214,406910489010,15.1932,-0.275604,0.746316,198,-0.01813796804240412,15.214015622992898,43.59412773857941
624,104,7,70,15180,406910489010,15.1762,-0.280592,0.191923,199,-0.018486843472987152,15.180007007521208,44.63779098167614
628,104,8,101,15187,406910489010,15.1801,-0.283841,-0.360693,200,-0.01869605126102979,15.187037274054806,45.68045299311496
338,54,9,52,15184,406910489010,15.1536,-0.290748,-0.915646,201,-0.01918437401938417,15.184022357623821,46.728609811850596
288,29,10,84,9782,406910489010,9.73443,-0.189905,-0.944035,202,-0.01950611528674024,9.781942210785648,47.76905835448168
230,22,11,45,7158,406910489010,7.09305,-0.138927,-0.95114,203,-0.01958385162697287,7.157885603544457,48.81802483712948
371,60,12,74,5665,406910489010,5.5821,-0.110642,-0.95818,204,-0.019818260912961638,5.664820471521052,49.86907586409989
80,17,13,23,4613,406910489010,4.51372,-0.0908415,-0.946276,205,-0.020122922583844797,4.612738740130234,50.91896645497177
8,2,14,26,3922,406910489010,3.80483,-0.077004,-0.946868,206,-0.02023572382062719,3.921634857344574,51.98598735016469
5,1,15,58,3389,406910489010,3.25421,-0.0662857,-0.942221,207,-0.020366397639164643,3.3885183976135482,53.07231102418667
857,116,0,115,7416,406910586340,7.1468,-0.158186,1.97199,208,-0.022130208694244067,7.415559156981757,37.28900837616284
149,16,1,86,7294,406910586340,7.09684,-0.16067,1.67531,209,-0.022635786879716416,7.2936696134798975,38.36048020759552
232,25,2,60,8199,406910586340,8.04155,-0.184549,1.58722,210,-0.022945403688770735,8.198771375291606,39.41874576560043
546,91,3,114,12827,406910586340,12.6634,-0.29335,2.01992,211,-0.02316104236072496,12.826840241809359,40.469786616227836
423,76,4,122,15155,406910586340,15.0385,-0.357245,1.84046,212,-0.023750894232324644,15.154913369980873,41.512301704672595
595,103,5,87,15186,406910586340,15.1262,-0.364079,1.29531,213,-0.0240647827103143,15.185924665766686,42.55345535452636
575,101,6,80,15160,406910586340,15.1373,-0.367514,0.743665,214,-0.024273933561004293,15.16001172369009,43.594131268010884
635,104,7,78,15132,406910586340,15.1262,-0.372525,0.191316,215,-0.02462282078299179,15.131996006062154,44.637790962820034
647,105,8,75,15138,406910586340,15.1291,-0.375763,-0.359528,216,-0.024831996714154196,15.138035705630799,45.680450702687324
405,66,9,60,15153,406910586340,15.1206,-0.38294,-0.913775,217,-0.02532030210208831,15.153025181600702,46.72860646069959
238,23,10,100,9774,406910586340,9.72512,-0.249426,-0.943262,218,-0.025641979822693756,9.77394063541006,47.76905604423514
227,21,11,38,7139,406910586340,7.07324,-0.181963,-0.948611,219,-0.025719878676731072,7.138886289911754,48.81800714055281
324,51,12,54,5651,406910586340,5.56753,-0.144533,-0.955807,220,-0.025954156544710835,5.650827117355299,49.86904456731698
70,16,13,35,4598,406910586340,4.4984,-0.118151,-0.943191,221,-0.026259079265475535,4.59773547317394,50.918920816790724
3,1,14,43,3979,406910586340,3.85957,-0.101804,-0.960672,222,-0.026370916936716917,3.978634857699309,51.98629532314155
0,0,0,0,0,0,0.0,0.0,0.0,223,0.0,0.0,0.0
839,115,0,118,7389,406910682880,7.11968,-0.201301,1.9648,224,-0.0282663525426872,7.3885590229083915,37.289048446028346
152,16,1,60,7276,406910682880,7.07821,-0.203709,1.67117,225,-0.028771791979442303,7.275669270223943,38.3605021935675
169,17,2,53,8221,406910682880,8.06184,-0.234514,1.59149,226,-0.029081188111386488,8.220772556268418,39.4187076236804
662,104,3,87,12761,406910682880,12.5962,-0.369137,2.00952,227,-0.02929704052174906,12.760826273998443,40.46979657760279
645,107,4,117,15216,406910682880,15.0965,-0.451321,1.84788,228,-0.029886835706243665,15.215868801663644,41.51226873434556
593,103,5,96,15132,406910682880,15.0699,-0.455261,1.2907,229,-0.030200769687513573,15.13192172455703,42.55346243194439
592,102,6,116,15108,406910682880,15.0828,-0.45881,0.741112,230,-0.030410040572821376,15.107965099663291,43.59413104976831
614,103,7,74,15088,406910682880,15.0797,-0.463978,0.190759,231,-0.03075868008856486,15.08804217486699,44.63779340361551
623,103,8,113,15100,406910682880,15.0885,-0.46741,-0.358625,232,-0.030967993667906864,15.099997226778719,45.68045148645351
382,62,9,70,15090,406910682880,15.0551,-0.473734,-0.909973,233,-0.03145629963393227,15.090013610778653,46.7286022680537
265,26,10,104,9756,406910682880,9.7055,-0.308525,-0.941523,234,-0.03177797531381863,9.755940932844664,47.76905047598062
265,26,11,38,7167,406910682880,7.09973,-0.226243,-0.952338,235,-0.03185564320246596,7.16688911831298,48.81803134140323
