Angle,Range
17.21606138,2.365334617
,0
,0
,0
,0
,0
,0
,0
,0
,0
17.09711545,22.23415989
17.09063679,23.10857773
17.07360909,20.83245671
17.0639139,6.447424188
17.05794687,6.451224963
17.04795219,6.429486023
17.04024126,2.369329312
,0
,0
,0
,0
,0
,0
,0
,0
,0
16.9213003,22.8051649
16.91483777,23.08388946
16.89782516,19.4756679
16.88813345,6.42649749
16.88214262,6.436244473
16.87216176,6.405486593
16.86453328,2.363334015
,0
,0
,0
,0
,0
,0
,0
,0
,0
16.74558601,23.28978277
16.73910999,21.31830046
16.72202624,19.55899242
16.71237201,6.408561682
16.70635449,6.423259464
16.69638643,6.394489665
16.68866713,2.36333539
,0
,0
,0
,0
,0
,0
,0
,0
,0
16.56975426,22.7648931
16.56330445,23.61722553
16.5462946,19.77239281
16.5365485,6.392624741
16.53056788,6.410274233
16.52057642,6.375489495
16.51297276,2.404320916
16.49502172,0.936310901
,0
,0
,0
,0
,0
,0
,0
,0
16.39405428,23.1426022
16.38671348,6.41099691
16.36975263,6.420134907
16.36077294,6.38166137
16.35480374,6.392299731
16.34478516,6.368490956
16.3370958,2.372331937
,0
,0
,0
,0
,0
,0
,0
,0
,0
16.21820526,22.95627107
16.21094692,6.464317716
16.19469503,19.76345775
16.18501673,6.379669204
16.17900613,6.375316872
16.16905082,6.371487565
16.16140377,2.381329202
,0
,0
,0
,0
,0
,0
,0
,0
,0
16.04241347,21.71133205
16.03518578,6.478147291
16.01884112,20.08211883
16.00922186,6.370708264
16.00321712,6.356335588
15.99323692,6.330487884
15.98554388,2.401323868
,0
,0
,0
,0
,0
,0
,0
,0
,0
15.86673507,22.23516872
15.8593782,6.422841783
15.84311363,20.14460764
15.83342721,6.357754598
15.82744783,6.34235734
15.81744728,6.30749555
15.80983268,2.379328337
15.79203348,0.954277655
,0
,0
,0
,0
,0
,0
,0
,0
15.69083732,21.67602554
15.68361988,6.469261969
15.66745301,20.37787228
15.65765688,6.342811066
15.65164157,6.329372744
15.64167411,6.300489556
15.63398239,2.38832639
15.61626626,0.95627377
,0
,0
,0
,0
,0
,0
,0
,0
15.51505999,22.01736328
15.50782323,6.410010921
15.49160756,20.55258028
15.48187051,6.333835481
15.47585865,6.32537731
15.46588003,6.292498443
15.45831015,2.397321223
,0
,0
,0
,0
,0
,0
,0
,0
,0
15.33923553,21.45820327
15.33204652,6.391244581
15.3157176,20.04735562
15.30607951,6.318888305
15.30009691,6.31039347
15.2900995,6.273490215
15.28250331,2.390329707
,0
,0
,0
,0
,0
,0
,0
,0
,0
15.16356443,22.41470523
15.15624461,6.399145651
15.1400286,20.41163702
15.1302889,6.294978068
15.12431673,6.294409456
15.11432301,6.265503054
15.10670258,2.389322526
,0
,0
,0
,0
,0
,0
,0
,0
,0
14.98769535,21.2914415
14.98046617,6.344834818
14.96424315,20.6885418
14.95449803,6.275050875
14.94850637,6.27743369
14.93855095,6.251499986
14.93090241,2.392321204
,0
,0
,0
,0
,0
,0
,0
,0
,0
14.81189452,21.82022684
14.80468776,6.335945148
14.7884481,20.43350798
14.77872864,6.262100728
14.7727375,6.256461534
14.7627545,6.235493834
14.75519049,2.382327813
14.73702954,0.911356013
,0
,0
,0
,0
,0
,0
,0
,0
14.63619962,21.56321671
14.62890139,6.339893683
14.61189593,6.175959737
14.60294849,6.256118729
14.59695585,6.247471912
14.58696959,6.220498215
14.57934551,2.373334122
14.56132824,0.923334033
,0
,0
,0
,0
,0
,0
,0
,0
14.4603761,21.05006575
14.45388899,19.78960648
14.43611437,6.166036535
14.42715637,6.235202835
14.42117327,6.239474411
14.41119393,6.211500837
14.40351769,2.364331945
,0
,0
,0
,0
,0
,0
,0
,0
,0
14.28456218,19.74538177
14.27806729,21.05165001
14.26038086,6.170996519
14.25138758,6.219261851
14.24538348,6.216506243
14.23539769,6.196503848
14.22774752,2.355333801
,0
,0
,0
,0
,0
,0
,0
,0
,0
14.10877601,19.83660946
14.10226498,18.97497274
14.0845901,6.153132292
14.07557945,6.209292324
14.0696235,6.20352127
14.05961371,6.18249794
14.05191889,2.354337411
,0
,0
,0
,0
,0
,0
,0
,0
,0
13.93302222,19.71590092
13.92654772,20.99636216
13.9088034,6.140229578
13.89980601,6.202315635
13.89383662,6.198525995
13.88384146,6.170500844
13.87621388,2.357339721
,0
,0
,0
,0
,0
,0
,0
,0
,0
13.75726031,19.60110708
13.7507875,20.87783409
13.73299476,6.098538139
13.7240172,6.192358357
13.7180455,6.19753582
13.70805678,6.151511296
13.70037574,2.349333223
,0
,0
,0
,0
,0
,0
,0
,0
,0
13.58147252,19.23420581
13.57496642,19.83208962
13.55723369,6.135269977
13.54826487,6.178409828
13.54227733,6.196528768
13.53226407,6.150502898
13.52462004,2.352338064
,0
,0
,0
,0
,0
,0
,0
,0
,0
13.40564587,19.44029067
13.39916414,20.25478467
13.38142265,6.122359299
13.37245288,6.177405246
13.36646504,6.181547016
13.35647601,6.129503129
13.34889766,2.372326911
,0
,0
,0
,0
,0
,0
,0
,0
13.23889501,20.36694469
13.22984815,19.21367019
13.22338792,18.68758439
13.20565846,6.135264903
13.19667706,6.16944211
13.19070408,6.168569556
13.18068361,6.13150708
13.1730744,2.36333091
13.15553782,0.988215355
,0
,0
,0
,0
,0
,0
,0
,0
13.05414782,19.73353339
13.04763908,19.34817932
13.02989154,6.134273864
13.0208969,6.156482815
13.0149185,6.162577053
13.00493934,6.121505566
12.99733717,2.391329337
,0
,0
,0
,0
,0
,0
,0
,0
,0
12.87835655,19.91012395
12.87183116,20.160949
12.85408771,6.128321036
12.84511289,6.145529528
12.83914479,6.144592059
12.82915645,6.113509046
12.82153756,2.406325152
,0
,0
,0
,0
,0
,0
,0
,0
,0
12.70253536,18.71819994
12.69610555,20.95089019
12.67832118,6.116406946
12.66934075,6.145527708
12.66335323,6.136600031
12.65337854,6.116508179
12.64574164,2.381329837
,0
,0
,0
,0
,0
,0
,0
,0
12.53579843,20.64035544
12.52675923,18.61813087
12.51946185,6.031795262
12.50254416,6.110451038
12.49355522,6.067809771
12.48754323,6.088661846
12.47755823,6.044514496
12.47004988,2.403321879
12.4520916,0.941301552
,0
,0
,0
,0
,0
,0
,0
12.35998332,20.46914084
12.35099417,18.84768211
12.3434044,4.728295608
12.32648173,4.810161845
12.31747213,4.796475335
12.31145719,4.67136974
12.3014985,4.717622505
12.29421316,2.390324168
,0
,0
,0
,0
,0
,0
,0
,0
12.18423155,20.39024882
12.17523152,20.81367441
12.1676145,4.673983018
12.15063863,4.612636824
12.14165496,4.649009937
12.13567781,4.653399089
12.12569635,4.604629027
12.11840901,2.381328607
,0
,0
,0
,0
,0
,0
,0
,0
12.00845724,20.42334399
11.99938297,18.1531645
11.99179938,4.646336055
11.97481768,4.62553649
11.96587865,4.634063917
11.95987374,4.645403929
11.94993817,4.632625241
11.94261511,2.381331094
,0
,0
,0
,0
,0
,0
,0
,0
11.83266468,20.44282616
11.82283944,6.104176774
11.81600938,4.633500655
11.79907258,4.634474755
11.79009831,4.610152933
11.78411475,4.633418544
11.77409236,4.592634337
11.76684092,2.370331085
,0
,0
,0
,0
,0
,0
,0
,0
11.6568503,19.73339689
11.64708311,6.093381974
11.64024892,4.599921152
11.62325534,4.623551913
11.61430233,4.617131358
11.60834128,4.607448418
11.59834638,4.598632277
11.59106471,2.363329565
,0
,0
,0
,0
,0
,0
,0
,0
11.48109892,19.71974429
11.47129451,6.083575735
11.4644364,4.621650291
11.447455,4.615618566
11.43851716,4.605166388
11.43254246,4.587472785
11.42254882,4.592636255
11.4152772,2.364330216
,0
,0
,0
,0
,0
,0
,0
,0
11.30528079,20.1528618
11.29551665,6.058063075
11.28862301,4.601896658
11.27167526,4.586831013
11.26268081,4.543395411
11.25672928,4.564502487
11.24674774,4.563638023
11.23950275,2.362330601
11.22169765,0.952281517
,0
,0
,0
,0
,0
,0
,0
11.12950206,20.45649803
11.11971666,6.04727484
11.11289294,4.590048569
11.09590033,4.575912323
11.08693029,4.634061937
11.08095164,4.547523725
11.07099914,4.559630894
11.06370486,2.366333943
,0
,0
,0
,0
,0
,0
,0
,0
10.95376331,20.5187127
10.94392414,6.037458121
10.937085,4.553513337
10.9201007,4.585838418
10.91118778,4.628085223
10.90516087,4.524552389
10.89522395,4.571633614
10.88794305,2.382328068
,0
,0
,0
,0
,0
,0
,0
,0
10.77798875,20.40289796
10.7681435,6.071801184
10.76127944,4.55153392
10.74434706,4.579877911
10.73539044,4.629088606
10.72936875,4.51856091
10.71939961,4.594629208
10.71215755,2.381327629
,0
,0
,0
,0
,0
,0
,0
,0
10.6021927,20.16837741
10.59238365,6.074741583
10.58549596,4.526841143
10.56855731,4.527274371
10.5596328,4.626093437
10.55360932,4.570492712
10.54364182,4.564638257
10.53635981,2.381331968
10.51868116,0.968252373
,0
,0
,0
,0
,0
,0
,0
,0
10.41661409,6.108100166
10.409751,4.522893444
10.39278642,4.548124388
10.38382873,4.633069128
10.3777938,4.567497607
10.36784929,4.563635836
10.36061241,2.384324757
,0
,0
,0
,0
,0
,0
,0
,0
,0
10.24082428,6.11496151
10.23394776,4.541663028
10.2170155,4.605694286
10.20804185,4.636058148
10.20201751,4.546520328
10.19206684,4.616630414
10.18482099,2.375327424
,0
,0
,0
,0
,0
,0
,0
,0
,0
10.06501863,6.089461063
10.05817627,4.549560809
10.04119864,4.603706316
10.03224517,4.638046697
10.02625402,4.587478517
10.01633125,4.642630801
10.0090112,2.36933329
9.991264643,0.958269848
,0
,0
,0
,0
,0
,0
,0
,0
9.88924697,6.074742107
9.882358969,4.551534631
9.865456406,4.612634532
9.856524188,4.652994556
9.850496236,4.572492176
9.840517412,4.648622912
9.833244326,2.374330528
,0
,0
,0
,0
,0
,0
,0
,0
,0
9.713499831,6.110059984
9.70662737,4.582144183
9.689658833,4.642417794
9.680711178,4.656980451
9.674695737,4.61144428
9.664772381,4.688625994
9.657482362,2.375326198
9.639519794,0.931319734
,0
,0
,0
,0
,0
,0
,0
,0
9.537692535,6.074748051
9.530821245,4.578192547
9.513880849,4.670206753
9.504917922,4.656979202
9.498921722,4.637416217
9.488948462,4.675627965
9.481674546,2.374333028
,0
,0
,0
,0
,0
,0
,0
,0
,0
9.361888957,6.062969691
9.355049951,4.600910904
9.338104388,4.698993362
9.329163709,4.689864175
9.323136776,4.632423593
9.313182976,4.681626413
9.305899304,2.383331798
9.28820038,0.964259189
,0
,0
,0
,0
,0
,0
,0
,0
9.186106486,6.06493596
9.179325766,4.735205091
9.162567605,5.45633355
9.153376627,4.77853922
9.147635872,5.649188656
9.137409811,4.703624946
9.13010729,2.371332526
9.112296547,0.947290058
,0
,0
,0
,0
,0
,0
,0
,0
9.01036521,6.071804512
9.004614188,18.90091773
8.986886822,5.982404093
8.977902248,5.989101615
8.971919251,5.980791948
8.961752469,5.17158621
8.954310654,2.363338115
8.936463048,0.941301658
,0
,0
,0
,0
,0
,0
,0
,0
8.834591676,6.083573376
8.82887016,19.07563985
8.81108961,5.988362605
8.802106168,5.98710552
8.796154342,5.977793957
8.785921844,4.980599016
8.778539198,2.359335114
,0
,0
,0
,0
,0
,0
,0
,0
,0
8.658768132,6.073765372
8.653126042,21.18791185
8.635310145,5.989350908
8.626328923,5.985113055
8.620374169,5.97080114
8.610143265,4.93460036
8.602743973,2.342339618
8.584906235,0.94329799
,0
,0
,0
,0
,0
,0
,0
,0
8.482997454,6.062971998
8.47651187,6.0199417
8.459529977,5.985386524
8.450574982,5.98710661
8.444568453,5.959814655
8.434311806,4.782613244
8.426943032,2.333343538
8.40928007,0.962263012
,0
,0
,0
,0
,0
,0
,0
,0
8.307245092,6.065909965
8.300710305,5.932054793
8.283781219,5.983395691
8.274771629,5.986111928
8.268758207,5.824978627
8.258551691,4.769618744
8.25116178,2.332343384
,0
,0
,0
,0
,0
,0
,0
,0
,0
8.13145979,6.086511207
8.125758444,20.04338463
8.107955127,5.973477785
8.098992211,5.981129927
8.092743678,4.76326525
8.082729348,4.762615712
8.075379654,2.324344681
8.057653183,0.954277292
,0
,0
,0
,0
,0
,0
,0
,0
7.955653603,6.051198192
7.949963597,20.2636538
7.932210488,5.973472117
7.923193219,5.84961137
7.916963101,4.745282132
7.906983858,4.760621983
7.899577224,2.320348083
,0
,0
,0
,0
,0
,0
,0
,0
,0
7.779857735,6.045312195
7.77419775,20.37617882
7.756403801,5.977444154
7.747170246,4.852266677
7.741168247,4.766254045
7.731182089,4.724624055
7.723815676,2.325344686
,0
,0
,0
,0
,0
,0
,0
,0
,0
7.60409837,6.030597708
7.598348143,16.99301848
7.58060933,5.966522332
7.571379385,4.846282864
7.56535323,4.755271568
7.555411295,4.775614478
7.548013272,2.317350144
7.530525353,0.988215707
,0
,0
,0
,0
,0
,0
,0
,0
7.428324687,6.0217655
7.422572338,17.16979662
7.404853666,5.96354851
7.395599721,4.836323109
7.389579838,4.744288923
7.379619501,4.70662572
7.372266348,2.324339983
7.354861045,1.008179402
,0
,0
,0
,0
,0
,0
,0
,0
7.252515353,6.024713821
7.246787961,17.43051377
7.229042578,5.95858513
7.2197582,4.698829388
7.213807382,4.683358187
7.203840286,4.756616467
7.196460639,2.327346376
,0
,0
,0
,0
,0
,0
,0
,0
,0
7.076766943,6.013918683
7.071029001,17.76325216
7.053261389,5.953625906
7.043923287,4.402913486
7.037946433,4.475612825
7.02802016,4.562631383
7.020672498,2.315350589
,0
,0
,0
,0
,0
,0
,0
,0
,0
6.900954861,5.983505778
6.895240176,18.32122962
6.877479998,5.946671683
6.868139713,4.448748842
6.862145198,4.42566893
6.852172728,4.453639987
6.8449,2.327346978
6.827508475,1.003188357
,0
,0
,0
,0
,0
,0
,0
6.735182101,48.5695214
6.725164061,5.982529184
6.71946522,18.41010193
6.701733862,5.944692422
6.69235038,4.445756869
6.686412286,4.438650972
6.676388762,4.441642925
6.669114457,2.324348935
6.651586862,0.982226952
,0
,0
,0
,0
,0
,0
,0
,0
6.549411517,6.004113288
6.543666926,18.3805146
6.525953196,5.946677212
6.516589827,4.446749907
6.510571611,4.445640819
6.500622506,4.422643691
6.493342628,2.32334581
6.475893911,0.998197126
,0
,0
,0
,0
,0
,0
,0
,0
6.373628347,6.012941657
6.36811063,42.18320223
6.350160087,5.949648165
6.340800186,4.432797684
6.334686055,4.075090612
6.3247128,4.085676645
6.317573833,2.337344021
6.29998769,0.977235914
,0
,0
,0
,0
,0
,0
,0
,0
6.197844527,6.013923996
6.192332008,42.37671809
6.174398359,5.946673487
6.165019784,4.429809081
6.158905717,4.075091446
6.148934093,4.082673057
6.141772972,2.32634775
,0
,0
,0
,0
,0
,0
,0
,0
,0
6.022038188,6.011959033
6.01654889,42.42018454
5.998592812,5.945676585
5.989240802,4.437779922
5.983118668,4.094074455
5.973141527,4.073677313
5.966003538,2.334346734
,0
,0
,0
,0
,0
,0
,0
,0
,0
5.846247451,5.985472352
5.840535009,17.49369877
5.822805851,5.884145931
5.813438982,4.402914214
5.807342894,4.067099233
5.797372354,4.076669793
5.790232955,2.341340928
5.772384766,0.937309052
,0
,0
,0
,0
,0
,0
,0
,0
5.670497373,5.96879545
5.664764416,17.43147775
5.646834943,5.047386065
5.637678571,4.450734317
5.631557193,4.062103677
5.621586758,4.081673363
5.614442369,2.333347004
5.5966753,0.949286624
,0
,0
,0
,0
,0
,0
,0
,0
5.494698996,5.980568837
5.489065876,22.08556724
5.470970814,4.75357995
5.461917636,4.494571806
5.455769717,4.073099153
5.445810034,4.088671868
5.438684292,2.345337918
5.421008074,0.967253892
,0
,0
,0
,0
,0
,0
5.342895967,10.59248634
5.328407533,10.58364181
5.318942246,5.981541743
5.312947902,10.56934193
5.295176768,4.736713734
5.286182361,4.659967802
5.279992065,4.075097553
5.27003657,4.088667223
5.262898732,2.35334023
,0
,0
,0
,0
,0
,0
,0
5.167149407,10.57220414
5.152646279,10.56899354
5.143143663,5.98644533
5.137185342,10.57029553
5.119395153,4.737705628
5.110426188,4.73469442
5.104210018,4.076096344
5.094246687,4.074672898
5.087125252,2.362337538
,0
,0
,0
,0
,0
,0
,0
,0
,0
4.967351463,5.982527938
4.961640523,17.32478951
4.943617503,4.729758233
4.934638166,4.734696991
4.928437106,4.083082604
4.918459241,4.072676409
4.911385011,2.378325835
,0
,0
,0
,0
,0
,0
,0
,0
,0
4.791580798,5.974676579
4.785921629,20.98353545
4.767822233,4.705943278
4.758856848,4.740677666
4.752646655,4.074095914
4.74267381,4.073676208
4.735585694,2.384331971
4.7180376,0.991209932
,0
,0
,0
,0
,0
,0
,0
,0
4.615799673,5.962901872
4.61013898,20.96872391
4.592037042,4.681128949
4.583060555,4.684883005
4.576864291,4.064106142
4.566908739,4.07566831
4.559819751,2.392330163
,0
,0
,0
,0
,0
,0
,0
,0
,0
4.440010896,5.945251262
4.434249191,16.27810841
4.416268245,4.716855557
4.407288604,4.719752988
4.401085615,4.060107579
4.3911254,4.078669437
4.38405155,2.40232502
,0
,0
,0
,0
,0
,0
,0
,0
,0
4.264230171,5.948193214
4.258483321,16.30177516
4.240506392,4.776411051
4.231516443,4.74366364
4.225296764,4.057118326
4.21533466,4.081676615
4.208269187,2.40532505
4.19067997,0.989213998
,0
,0
,0
,0
,0
,0
4.111843455,5.686351723
4.097359392,5.588289942
4.08844274,5.88638279
4.081887426,5.584461763
4.064728611,4.785347546
4.055740587,4.77654743
4.049524282,4.061105477
4.039561477,4.081670858
4.03250592,2.404319888
,0
,0
,0
,0
,0
,0
,0
3.935841005,4.83428212
3.921382865,4.855497028
3.912399473,4.853369692
3.905929305,4.867532012
3.888941898,4.780388846
3.879992574,4.869200279
3.873738365,4.062109606
3.863778466,4.077670783
3.856715041,2.399319605
,0
,0
,0
,0
,0
,0
,0
3.760058863,4.843922726
3.745600818,4.858417108
3.736619995,4.859255902
3.73014648,4.867533278
3.713163539,4.78832506
3.704204368,4.863227005
3.697960426,4.063103684
3.687987558,4.064674856
3.680911812,2.387329331
,0
,0
,0
,0
,0
,0
,0
3.584286032,4.861269082
3.569827792,4.862301542
3.560845191,4.863179061
3.554363339,4.870499035
3.537410251,4.887583274
3.52842613,4.863230248
3.522181558,4.066103008
3.512207458,4.06967646
3.505131996,2.384324485
,0
,0
,0
,0
,0
,0
,0
3.408503086,4.85837717
3.394039394,4.863281005
3.385064509,4.871025158
3.378578281,4.861609869
3.361630906,4.880633138
3.352645019,4.863225076
3.346405476,4.075090599
3.33643941,4.085667271
3.329336172,2.378332935
3.311163531,0.89838008
,0
,0
,0
,0
,0
,0
3.232716789,4.849704264
3.218261652,4.861332627
3.209283738,4.869060518
3.202800765,4.865555583
3.185847894,4.883616766
3.176864549,4.86322178
3.170622615,4.072094278
3.160659858,4.093669286
3.153560509,2.370326855
,0
,0
,0
,0
,0
,0
,0
3.056937041,4.849704229
3.042481143,4.861329705
3.033501193,4.862193249
3.027020881,4.864570385
3.010069712,4.889565503
3.001082797,4.865221417
2.994841843,4.074091689
2.984869962,4.086672178
2.977772417,2.366331806
,0
,0
,0
,0
,0
,0
,0
2.881161977,4.85355528
2.866705801,4.872032424
2.85772227,4.865135751
2.85123733,4.866543163
2.834287156,4.888575646
2.825304484,4.867210665
2.819059206,4.081083225
2.809088318,4.069669093
2.801991288,2.366329601
,0
,0
,0
,0
,0
,0
,0
2.705381352,4.862234809
2.690919599,4.870088599
2.68193846,4.872988334
2.675460639,4.87642041
2.658508868,4.893535814
2.649522302,4.8691998
2.643278059,4.079091048
2.633305693,4.072673372
2.626205514,2.360330849
,0
,0
,0
,0
,0
,0
,0
2.529600803,4.872834018
2.515136612,4.864254634
2.506164157,4.882792179
2.499680045,4.882344041
2.482725049,4.894528811
2.473747428,4.874180474
2.467492682,4.074092849
2.45752718,4.079671693
2.450420986,2.363330239
,0
,0
,0
,0
,0
,0
,0
2.3538226,4.86704926
2.339359703,4.870088345
2.330385941,4.885735891
2.3238996,4.881361746
2.306938323,4.880636064
2.297959054,4.878175336
2.291714844,4.08208438
2.281745706,4.080676649
2.274632204,2.36033623
,0
,0
,0
,0
,0
,0
,0
2.178038048,4.857411735
2.163580487,4.883711126
2.154599259,4.876906609
2.148117367,4.881356325
2.131167619,4.898498231
2.122180071,4.873184831
2.115936192,4.087083096
2.105963507,4.084671841
2.098857248,2.363329874
2.081348493,0.994204764
,0
,0
,0
,0
,0
,0
2.002252283,4.860306131
1.987799277,4.887611215
1.978818707,4.882793738
1.972338436,4.891237635
1.955388289,4.909421744
1.946400663,4.878174845
1.940151333,4.074089433
1.930191714,4.093668252
1.92308831,2.370328616
,0
,0
,0
,0
,0
,0
,0
1.826478586,4.867048547
1.812017677,4.886631796
1.803038608,4.8798518
1.796554132,4.891234828
1.779604927,4.913387052
1.770620208,4.886139603
1.764367847,4.078091838
1.754406713,4.097671512
1.747308156,2.374335004
,0
,0
,0
,0
,0
,0
,0
1.650696927,4.868018887
1.636242151,4.891496338
1.627258306,4.884758146
1.620770297,4.884324773
1.603823107,4.906446902
1.594840687,4.883154978
1.588595304,4.089075287
1.578633993,4.112672548
1.571518456,2.367331015
1.55392231,0.981228135
,0
,0
,0
,0
,0
,0
1.474915625,4.876691725
1.460455074,4.884686054
1.451480677,4.892608484
1.444989446,4.885313187
1.428042911,4.90346088
1.41905459,4.88016589
1.412811415,4.090072744
1.402852368,4.115673587
1.395744437,2.368330301
,0
,0
,0
,0
,0
,0
,0
1.299137521,4.881508508
1.284672834,4.887603523
1.275700671,4.89457205
1.269210759,4.877405971
1.252263193,4.913393408
1.243282065,4.892116305
1.237036484,4.095067186
1.227070558,4.109669331
1.219951694,2.367336171
,0
,0
,0
,0
,0
,0
,0
1.123357489,4.884404713
1.108894255,4.887611065
1.099919694,4.894567178
1.093431304,4.891232323
1.076484372,4.916370513
1.067498734,4.894117376
1.061253851,4.099062277
1.051286467,4.112668866
1.044165517,2.361338316
1.026255774,0.933315795
,0
,0
,0
,0
,0
,0
0.947577316,4.88729327
0.933113707,4.891504525
0.924138356,4.903401047
0.917655667,4.905056234
0.900698534,4.913388225
0.891720824,4.89610169
0.885475082,4.102059317
0.875506909,4.118673213
0.868396769,2.369328462
,0
,0
0.844826427,4.857502036
,0
,0
,0
,0
0.771793143,4.88729349
0.757338381,4.909995618
0.748357443,4.900451916
0.741875034,4.909005946
0.724919335,4.909421706
0.71593403,4.89610883
0.709690953,4.104059258
0.699733286,4.121669423
0.692615783,2.37033272
0.67456481,0.915348746
,0
,0
,0
,0
,0
,0
0.596013323,4.890188295
0.581555696,4.908041255
0.572579324,4.911240918
0.566096364,4.914929552
0.549133595,4.900490258
0.540156737,4.902081349
0.533919365,4.120035524
0.523949542,4.121669326
0.51682019,2.357333595
0.499043097,0.952281482
,0
,0
,0
,0
,0
,0
0.420235386,4.899827161
0.405774039,4.908042328
0.396798785,4.916151567
0.390313769,4.912955983
0.373356499,4.91338726
0.364376984,4.910057162
0.358137681,4.120041944
0.348169507,4.124664614
0.34104043,2.359337179
,0
,0
,0
,0
,0
,0
,0
0.244456238,4.905608598
0.229994167,4.913888358
0.221016891,4.914186246
0.214530343,4.90604756
0.197577392,4.922327065
0.188597404,4.914036486
0.182355617,4.117043408
0.172389438,4.128664751
0.165238971,2.341338947
0.147454022,0.948288561
,0
,0
,0
,0
,0
,0
0.068676145,4.909464107
0.054212174,4.909988791
0.04523451,4.910266121
0.038751885,4.914934497
0.021798762,4.932251428
0.012818434,4.923010493
0.006572388,4.112050108
