Signal Photons,Reflectivity,Channel,Ambiant Photons,Range,Raw Timestamp,Point:0,Point:1,Point:2,Point ID,Angle,Range(m),phi
0,0,0,0,0,0.0,0.0,0.0,0.0,42,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,43,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,45,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,46,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,47,0.0,0.0,0.0
855,115,0,105,8079,610739000000.0,7.78161,0.305444,2.14858,48,0.0392318911846049,8.078560901895584,37.28797616371269
840,112,1,92,8014,610739000000.0,7.7935,0.301966,1.84096,49,0.03872650642761298,8.013673279885822,38.35948960998094
662,116,2,79,5092,610739000000.0,4.99193,0.191761,0.984852,50,0.038395321916494696,5.091765005175023,39.42376429430958
802,121,3,130,5103,610739000000.0,5.03569,0.192303,0.802437,51,0.03816946667813928,5.102848161456306,40.47626356025742
483,106,4,126,4473,610739000000.0,4.43679,0.166774,0.542171,52,0.03757119903494353,4.472903806747581,41.51896322412846
423,103,5,93,4341,610739000000.0,4.3222,0.161105,0.36953,53,0.03725659439577849,4.340958428956098,42.558354383386224
321,82,6,98,4260,610739000000.0,4.25196,0.157594,0.208543,54,0.037046890284483415,4.259987076657041,43.59701319052695
737,104,7,105,6471,610739000000.0,6.46612,0.237521,0.0817256,55,0.03671664853324773,6.470997075685968,44.63818122667841
52,9,8,79,1852,610739000000.0,1.85025,0.0674208,-0.0437314,56,0.03642263677601629,1.851994347215617,45.67652948353976
94,17,9,67,833,610739000000.0,0.830969,0.0297572,-0.0495389,57,0.03579494521619183,0.8329760335844303,46.70475838237921
0,0,0,0,0,0.0,0.0,0.0,0.0,58,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,59,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,60,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,61,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,62,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,63,0.0,0.0,0.0
879,116,0,111,8077,610739000000.0,7.78141,0.257627,2.14804,64,0.03309592092941427,8.076557998357282,37.288003047725795
869,114,1,108,8023,610739000000.0,7.80396,0.254426,1.84303,65,0.03259062247987272,8.022673111374788,38.35948046509297
761,120,2,114,5102,610739000000.0,5.00282,0.161445,0.986791,66,0.03225960394532676,5.1017672348026615,39.4237393219931
815,122,3,119,5112,610739000000.0,5.04566,0.161686,0.803856,67,0.03203360737981462,5.111850121720315,40.476244170389954
516,108,4,145,4497,610739000000.0,4.46154,0.140297,0.545088,68,0.03143550960698171,4.496903751199596,41.51891245011583
388,101,5,74,4294,610739000000.0,4.2763,0.133121,0.365518,69,0.0311198988919732,4.29395695122401,42.55842760512257
130,31,6,90,4185,610739000000.0,4.17797,0.129182,0.204861,70,0.03090995295169048,4.184983792005054,43.597083757940936
751,105,7,97,6492,610739000000.0,6.48844,0.198484,0.0819913,71,0.030580867321178377,6.491992922449291,44.63817887671206
53,10,8,84,1831,610739000000.0,1.82964,0.0554283,-0.0432322,72,0.030285385431189568,1.8309898550122363,45.67647912019472
0,0,0,0,0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,74,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,75,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,76,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,77,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,78,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,79,0.0,0.0,0.0
868,116,0,124,8090,610739000000.0,7.79537,0.210215,2.15151,80,0.02696011428549932,8.089559880687268,37.287958884654486
839,112,1,112,8026,610739000000.0,7.80829,0.206615,1.84372,81,0.026454806039388393,8.025670434345345,38.35947521313686
744,119,2,95,5109,610739000000.0,5.01058,0.130925,0.988148,82,0.026123765181102855,5.108765972515183,39.42372049332766
763,119,3,126,5103,610739000000.0,5.03767,0.130493,0.802437,83,0.025897652151809527,5.10284749830112,40.476262967426656
494,106,4,173,4508,610739000000.0,4.47324,0.113196,0.546425,84,0.025299748632622274,4.507911901605997,41.51889543745832
411,102,5,85,4272,610739000000.0,4.25512,0.106331,0.36364,85,0.024983754998080258,4.271953481202833,42.55846112739082
93,22,6,90,4128,610739000000.0,4.12177,0.102131,0.202062,86,0.024773363356503587,4.127983493899291,43.597144576664384
626,96,7,98,6477,610739000000.0,6.47455,0.158301,0.0818015,87,0.024444859914730686,6.477001497182415,44.6381809301952
57,10,8,69,1878,610739000000.0,1.87692,0.0453411,-0.0443494,88,0.024152485557554396,1.877991312820581,45.67659250291709
0,0,0,0,0,0.0,0.0,0.0,0.0,89,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,90,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,91,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,93,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,94,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,95,0.0,0.0,0.0
831,113,0,133,8086,610639000000.0,7.79266,0.162299,2.15044,96,0.02082415237600092,8.08556015589526,37.287981775206696
813,110,1,111,8023,610639000000.0,7.80649,0.158641,1.84303,97,0.020318884335993444,8.02266867494109,38.359476725757155
755,120,2,96,5127,610639000000.0,5.02895,0.100532,0.991638,98,0.019987991820953007,5.126771957925182,39.423679227783104
773,120,3,102,5097,610639000000.0,5.03245,0.0994623,0.801491,99,0.019761617556676884,5.0968454532879734,40.47627527069236
230,59,4,120,4250,610639000000.0,4.21781,0.0808259,0.515068,100,0.019160656486016035,4.249911654003506,41.519463075315194
364,99,5,97,4239,610639000000.0,4.22282,0.0795989,0.360823,101,0.018847470303495074,4.23895482101546,42.55851584206428
144,35,6,97,4111,610639000000.0,4.10534,0.0765206,0.201228,102,0.018637126322442396,4.110980980959211,43.597156706101664
601,90,7,120,6445,610639000000.0,6.4434,0.117984,0.0813966,103,0.018308783639881462,6.444994118751975,44.6381838720235
49,9,8,82,1860,610639000000.0,1.85917,0.0334973,-0.0439215,104,0.018015391827281162,1.8599903914186062,45.67654933163785
0,0,0,0,0,0.0,0.0,0.0,0.0,105,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,106,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,107,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,108,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,109,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,110,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,111,0.0,0.0,0.0
892,117,0,150,8097,610639000000.0,7.80411,0.114637,2.15337,112,0.01468825474886395,8.096559571248086,37.28796492963634
863,113,1,100,8043,610639000000.0,7.82678,0.111015,1.84763,113,0.014183042837836845,8.0426703348779,38.35945819682413
711,118,2,104,5134,610639000000.0,5.03633,0.0697681,0.992995,114,0.013852078313678505,5.133763388266216,39.42365253362151
786,120,3,114,5095,610639000000.0,5.03099,0.0685549,0.801176,115,0.013625679504997965,5.094844760872505,40.476277470683726
409,103,4,124,4237,610639000000.0,4.20532,0.0547756,0.513488,116,0.013024574252583807,4.236907668913657,41.51949020066193
543,114,5,93,4221,610639000000.0,4.20529,0.0534578,0.359286,117,0.01271135183524109,4.220948726326445,42.55854518573543
111,27,6,81,4109,610639000000.0,4.10374,0.0513041,0.201129,118,0.012501139788654421,4.108986124692783,43.59716615738258
569,82,7,150,6358,610639000000.0,6.35702,0.077384,0.0802958,119,0.012172398079096454,6.357998032348991,44.63819328559819
55,10,8,81,1896,610639000000.0,1.89533,0.0225208,-0.0447772,120,0.011881698807313067,1.8959926141661205,45.676633207434506
0,0,0,0,0,0.0,0.0,0.0,0.0,121,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,122,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,123,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,124,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,125,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,127,0.0,0.0,0.0
870,116,0,50,8116,610639000000.0,7.82298,0.066907,2.15843,128,0.008552414644383622,8.11555991241202,37.28794058505254
851,112,1,3,8054,610639000000.0,7.83802,0.0630748,1.85016,129,0.008047113748460082,8.053671707761314,38.35944843130042
785,122,2,5,5139,610639000000.0,5.04157,0.0389026,0.993964,130,0.007716212987371302,5.138765018025514,39.42364365316223
778,120,3,31,5112,610639000000.0,5.0481,0.0378106,0.803856,131,0.007489925507010481,5.111841910721453,40.476236843011314
274,72,4,73,4260,610639000000.0,4.22841,0.0291298,0.516283,132,0.00688895806864016,4.259911713807815,41.51944246017988
268,74,5,0,4156,610639000000.0,4.14078,0.0272242,0.353738,133,0.006574560286937812,4.155951243471179,42.558651949750015
82,20,6,17,4084,610639000000.0,4.07901,0.0259628,0.199902,134,0.006364889862720124,4.083987935423885,43.597189855806434
677,101,7,14,6492,610639000000.0,6.49136,0.0391901,0.0819913,135,0.0060371977318214275,6.491996078773747,44.638179052634165
57,10,8,21,1890,610639000000.0,1.88944,0.0108557,-0.0446346,136,0.005745395753450177,1.8899983088192565,45.67661753102674
0,0,0,0,0,0.0,0.0,0.0,0.0,137,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,138,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,139,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,140,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,141,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,142,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,143,0.0,0.0,0.0
884,117,0,125,8120,610639000000.0,7.8271,0.0189143,2.1595,144,0.002416509714093301,8.119562328767758,37.2879204194447
832,111,1,96,8051,610639000000.0,7.83534,0.0149748,1.84947,145,0.0019111846796109968,8.050671800609875,38.35945148445896
802,123,2,92,5142,610639000000.0,5.04466,0.00797211,0.994546,146,0.0015803053850161897,5.141768160492445,39.423637303545554
779,120,3,119,5125,610639000000.0,5.06108,0.00685327,0.805905,147,0.0013541113381414342,5.12484737360389,40.476215090114955
278,74,4,153,4268,610639000000.0,4.23645,0.00319063,0.517255,148,0.0007531375082300202,4.267911845111705,41.519426106027204
492,109,5,96,4175,610639000000.0,4.1598,0.00182565,0.35536,149,0.00043887924486373035,4.174951509011563,42.558619077809055
64,15,6,58,4040,610639000000.0,4.03514,0.000921489,0.197742,150,0.00022836605024388897,4.039982372152876,43.59723264447835
351,45,7,269,6316,610639000000.0,6.31549,-0.000629557,0.0797643,151,-9.968458471388506e-05,6.315993720705912,44.63819792742668
53,10,8,91,1917,610639000000.0,1.91646,-0.000745275,-0.0452763,152,-0.00038888104235468946,1.9169948957617273,45.676679460337034
0,0,0,0,0,0.0,0.0,0.0,0.0,153,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,154,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,155,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,156,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,157,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,158,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,159,0.0,0.0,0.0
850,115,0,171,8130,610640000000.0,7.8367,-0.0291478,2.16216,160,-0.0037193800441148615,8.129554252838519,37.28791120086784
831,111,1,110,8057,610640000000.0,7.84112,-0.0331267,1.85085,161,-0.004224715718612088,8.0566684153658,38.35944269498013
775,121,2,114,5139,610640000000.0,5.04167,-0.0229682,0.993964,162,-0.004555641505051204,5.138767202394679,39.42364605393828
774,120,3,109,5127,610640000000.0,5.063,-0.0242104,0.80622,163,-0.0047817925087429245,5.12684560249947,40.47621073534875
297,79,4,107,4295,610640000000.0,4.26319,-0.0229465,0.520537,164,-0.0053824198333829645,4.294912605202956,41.51936153908839
322,92,5,92,4215,610640000000.0,4.19959,-0.0239233,0.358774,165,-0.005696518285480749,4.214955192580211,42.558557683019636
60,15,6,65,4021,610640000000.0,4.01609,-0.0237266,0.196809,166,-0.005907816797364127,4.02097943567591,43.59725316984627
370,48,7,272,6261,610640000000.0,6.26038,-0.0390397,0.0790684,167,-0.006235914426586698,6.261001010577673,44.63820433568089
52,10,8,57,1920,610640000000.0,1.91942,-0.0125237,-0.0453477,168,-0.006524638841100645,1.9199964566001104,45.6766870424784
0,0,0,0,0,0.0,0.0,0.0,0.0,169,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,170,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,171,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,172,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,173,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,174,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,175,0.0,0.0,0.0
873,116,0,134,8148,610640000000.0,7.85373,-0.0774028,2.16695,176,-0.009855227268458042,8.147560273409939,37.28790731203478
842,112,1,109,8073,610640000000.0,7.85634,-0.0813992,1.85453,177,-0.010360586159511794,8.07266904723962,38.35942741129764
755,120,2,77,5127,610640000000.0,5.02966,-0.0537776,0.991638,178,-0.01069168708016425,5.126764834562412,39.42367138042635
830,123,3,99,5140,610640000000.0,5.07559,-0.0554155,0.808269,179,-0.010917607263010132,5.139842750717307,40.47618173245094
327,90,4,130,4273,610640000000.0,4.24113,-0.0488542,0.517863,180,-0.01151863756559437,4.272909137405877,41.51941025490298
514,111,5,111,4203,610640000000.0,4.18741,-0.0495502,0.35775,181,-0.011832585648218787,4.2029564348111,42.558575977369024
51,13,6,75,4004,610640000000.0,3.99889,-0.048165,0.195975,182,-0.012044009979883377,4.00397893350477,43.597266789570654
434,89,7,106,5025,610640000000.0,5.02421,-0.062206,0.0634289,183,-0.012380617383055808,5.024995416504497,44.63837730361351
66,12,8,71,1909,610640000000.0,1.90831,-0.0241628,-0.0450862,184,-0.01266120747547387,1.9089954589873386,45.67666195272904
0,0,0,0,0,0.0,0.0,0.0,0.0,185,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,186,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,187,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,188,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,189,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,190,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,191,0.0,0.0,0.0
865,116,0,142,8159,610640000000.0,7.86371,-0.12576,2.16988,192,-0.015991088207545495,8.158561745559078,37.28789268747408
863,113,1,108,8083,610640000000.0,7.86543,-0.129763,1.85683,193,-0.016496393578153478,8.082675619494388,38.35942305780659
654,115,2,99,5106,610640000000.0,5.00864,-0.0842924,0.987567,194,-0.016827810212781152,5.105768153548176,39.42372710265673
750,118,3,97,5123,610640000000.0,5.05837,-0.0862722,0.80559,195,-0.017053682585127836,5.122843467986587,40.476214393303614
273,72,4,125,4254,610640000000.0,4.22189,-0.0745445,0.515554,196,-0.017654831091746145,4.2539050273244525,41.51944934917596
536,113,5,101,4196,610640000000.0,4.18005,-0.0751178,0.357152,197,-0.01796861649225193,4.19595260191066,42.55858860740148
64,16,6,59,4005,610640000000.0,3.99952,-0.0727189,0.196024,198,-0.018179903690684306,4.004981108244234,43.597267158434725
319,65,7,83,4964,610640000000.0,4.96275,-0.0919061,0.0626571,199,-0.018517071270218226,4.963996394629796,44.63838785972959
60,11,8,64,1899,610640000000.0,1.89813,-0.0356848,-0.0448485,200,-0.01879776240639401,1.8989950736648293,45.67663911727086
0,0,0,0,0,0.0,0.0,0.0,0.0,201,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,202,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,203,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,204,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,205,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,206,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,207,0.0,0.0,0.0
853,115,0,137,8148,610640000000.0,7.85219,-0.173774,2.16695,208,-0.022127029381991507,8.147561445099754,37.2879084486919
842,112,1,110,8100,610640000000.0,7.88102,-0.178396,1.86074,209,-0.022632291199718817,8.099670037774132,38.35940169376308
691,117,2,89,5099,610640000000.0,5.00116,-0.114866,0.98621,210,-0.02296383403724776,5.098765115952685,39.423741188601475
625,113,3,141,4947,610640000000.0,4.88399,-0.113286,0.777848,211,-0.02319122062755998,4.946841370915385,40.47659488375574
377,101,4,134,4293,610640000000.0,4.26006,-0.101367,0.520294,212,-0.023790246034531667,4.2929118694337305,41.519364993358955
473,108,5,92,4178,610640000000.0,4.16158,-0.100333,0.355616,213,-0.02410468305165278,4.177951357632709,42.55861452601097
94,24,6,63,4015,610640000000.0,4.00899,-0.0975004,0.196515,214,-0.024315646463861768,4.014987583209338,43.5972583531018
326,66,7,66,4977,610640000000.0,4.97509,-0.122675,0.0628216,215,-0.02465284980790788,4.9769987158077065,44.6383856683687
57,10,8,73,1876,610640000000.0,1.87489,-0.0467602,-0.0443018,216,-0.024935067352545737,1.8759961828018945,45.6765851047685
0,0,0,0,0,0.0,0.0,0.0,0.0,217,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,218,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,219,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,220,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,221,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,222,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,223,0.0,0.0,0.0
588,98,0,118,8027,610640000000.0,7.73439,-0.218659,2.13473,224,-0.028263479540939013,8.026560446622264,37.2880499196618
850,112,1,114,8114,610640000000.0,7.8934,-0.227141,1.86396,225,-0.028768127235720344,8.11367385809172,38.35939118203184
688,117,2,80,5115,610640000000.0,5.01605,-0.146006,0.989312,226,-0.029099547620349626,5.114764274908473,39.423698822395345
769,119,3,160,5128,610640000000.0,5.06187,-0.148484,0.806378,227,-0.029325413955874863,5.127847586857472,40.4762082837752
376,101,4,142,4372,610640000000.0,4.33773,-0.129846,0.529895,228,-0.029925153942862204,4.371904647592511,41.519185418394905
395,103,5,95,4162,610640000000.0,4.14495,-0.125385,0.35425,229,-0.03024084145456435,4.161949658900862,42.5586420100458
111,29,6,62,4014,610640000000.0,4.00731,-0.122067,0.196465,230,-0.0304516662289079,4.013979606925527,43.59726309949864
139,26,7,96,4750,610640000000.0,4.74737,-0.146222,0.0599493,231,-0.030790898340766277,4.7499996535530915,44.63842807162134
65,12,8,81,1860,610640000000.0,1.85858,-0.0577684,-0.0439215,232,-0.03107200529092416,1.859996210372701,45.676547214675715
0,0,0,0,0,0.0,0.0,0.0,0.0,233,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,234,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,235,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,236,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,237,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,238,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,239,0.0,0.0,0.0
586,98,0,95,7737,610640000000.0,7.45354,-0.256508,2.05749,240,-0.03440067506305744,7.7365573730028006,37.2884774096979
862,113,1,93,8121,610640000000.0,7.89866,-0.275808,1.86557,241,-0.034904146440618386,8.120668154367841,38.35937959960205
318,71,2,83,5040,610640000000.0,4.94153,-0.174193,0.974771,242,-0.03523623286999407,5.039765911685779,39.42389932761593
781,120,3,118,5158,610640000000.0,5.09047,-0.180589,0.811106,243,-0.03546102770435781,5.1578474338678335,40.47614988286303
515,108,4,138,4428,610640000000.0,4.3924,-0.158461,0.536702,244,-0.036060538308944776,4.427904322060833,41.51905778950212
360,97,5,89,4334,610640000000.0,4.31537,-0.157039,0.368933,245,-0.03637457134896276,4.333957895839552,42.55836148249951
157,41,6,95,4011,610640000000.0,4.00349,-0.146544,0.196318,246,-0.036587728009784576,4.010978444364916,43.59726386839739
133,23,7,196,4887,610640000000.0,4.88328,-0.1804,0.0616828,247,-0.036925591157816,4.887000356682599,44.63840211833891
58,11,8,76,1844,610640000000.0,1.8422,-0.0685782,-0.0435412,248,-0.03720906953613657,1.8439901424933596,45.67651090372202
0,0,0,0,0,0.0,0.0,0.0,0.0,249,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,250,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,251,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,252,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,253,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,254,0.0,0.0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,255,0.0,0.0,0.0
668,103,0,114,7744,610640000000.0,7.45857,-0.30251,2.05935,256,-0.04053649510365446,7.743558688839389,37.28848492031633
328,40,1,94,8028,610640000000.0,7.80639,-0.320557,1.84418,257,-0.04104035376997992,8.027669742506166,38.35947263456668
743,119,2,86,5174,610640000000.0,5.07171,-0.209941,1.00075,258,-0.041370900818685136,5.173762471362693,39.423549805555346
818,122,3,141,5165,610640000000.0,5.09617,-0.212108,0.81221,259,-0.0415970519076234,5.164844969276813,40.476129715008724
267,65,4,148,4500,610640000000.0,4.46275,-0.18842,0.545453,260,-0.042195543492756324,4.499906513929927,41.51890588954356
374,100,5,68,4376,610640000000.0,4.35613,-0.185291,0.372518,261,-0.042510065833041434,4.375953723693271,42.55829539423886
165,44,6,69,4023,610640000000.0,4.01449,-0.171617,0.196907,262,-0.04272337719969087,4.022978339668013,43.597252010788594
